pretty_comp,n_Seebeck
Rb2As2Pt,-236.8861667
HoCu5,-17.49427917
ZnAgF3,-121.41886
USiAu,3.466494333
LuAgS2,-80.78394933
Sr(NiO2)4,-43.04216333
YbThPt2,7.2513072
NpSnIr,-7.684936133
Mn2B,4.740311733
NbRh,1.298651767
YbGaGe,-40.502012
Li3HoSb2,-80.44001767
Zn4O9,-115.2895033
NdCrO3,-171.20512
Na2GeS3,-193.8008
V3Pd,3.6314613
Ba(H2O3)2,-227.17282000000003
TbMg3,-4.595606533
B2O,-13.100597
BH5CN2,-201.7592333
VBiO4,-354.7362967
CaPdF6,-452.44409670000016
Ba2ZnN2,-214.1464
LiMg2Tl,-7.8037054
NaYb(PS3)2,-295.3634267
CuPtO2,2.508754012
Ho2SeO2,-202.9623433
Na3Ca2BiO6,-160.86812
NaNdSe2,-236.8733367
YClO,-310.7375333
AsSeI,-169.37058330000005
TlAu3,6.301406067
Tb3AlN,-18.048093
Au3S,0.6864775329999999
Li2TiFeO4,-150.741414
Tb2Be2O5,-122.8609567
KP(HO)2,-254.81113
YbNiSn,-8.481403987
Ca(NdTe2)2,-264.7283967
Er6MnBi2,-10.802383099999998
Sm3Dy,-3.5168058
Na4Co2O9,-80.53509533
VF5,-532.4736067
NdP3,2.099565933
UB2Ir3,-4.286956667
KPt2S3,-228.6640733
Rb2BrCl6F,-224.21876
Li7VO5F,-320.51579
Na3UF7,-27.07146167
P4Ru,-251.37578
CrSbS3,-294.4985200000001
HgHClO4,-228.1267367
Sr(DyS2)2,-116.3107057
CaCrO2,-16.89023267
Rb2NbCuSe4,-328.30125
RbLuSe2,-239.65031
Li2PmSn,-16.059981
NaSbS2,-244.7635233
KH4F5,-161.9844867
NbSe2,-18.98560007
CdGeO3,-61.13973367
NaNdHg2,2.2698412999999995
Ho3Co,9.408001567000001
Rb3Ir,-348.4926233
Tb3CuGeS7,-204.3525233
Ba5Sb3,-111.9734267
NbGeSb,-16.820123000000002
TmGa3Ru,-2.3071341
Ca2CdSn,-1.2402638
Be3Ru,-17.19460667
Tb2In,-8.614870767000001
SmDyTl2,-7.793737599999999
Er3SnC,-40.454372
ErCoC,0.732437753
LuNi2,-3.168367033
DyAl2,8.7324707
Al2Pd,0.058079103
CaSi2,-0.243989433
NaSmS2,-251.6729233
K6HgS4,-107.98156670000002
Nd2V2O7,6.709783967000001
ThCoSn,-7.559115299999997
Hg2ClO,-250.18399
TlGaTe2,-119.55531670000002
Li2CoNiO4,-5.4673452000000005
RbSrCl3,-127.8976033
TbInCu2,2.7032182330000003
As2O3,-346.3593067
NiF3,-281.1695533
Zr5Te4,7.177095667000001
IrCl2,-1.704160233
Zr6CoAs2,-2.405134333
HoS2,8.74395444
P3Se4I,-284.8991767
Tl3AgTe2,-170.94033000000005
TmCdPd2,-1.7677391
RbLiSe,-74.887812
TiRh,-17.532869
Al2Se3,-111.07573329999998
Pr2CuIr,-1.6613379
Te2Rh,9.493942567000001
TiAl2,-6.196855533
KO3,-368.82375
H3OF,-119.3682767
ScNi4Sn,2.150809267
Li3CrSiO5,-344.3586833
SmHoZn2,4.938214
NbH2,-8.866479767000001
Zr3N2O3,-330.84697
K2RbSb,-51.655569
Hf2Ga,3.882147733
CaZnSe2,-67.51398133
LuBO3,-236.50445
ReAg3,-22.45992167
HoAl2Ni,5.2352423
LiDy2Ru,-22.190991
BaHo2PdO5,-377.2217567
MnSb2F2,-135.8205633
MoPt2,7.427307333
Li5Mn3Fe2,-0.202622667
Li2ZnSn,4.6927379999999985
Mn2Au5,9.1738305
Dy(GeRu)2,-7.379866432999999
Tm2AlOs,2.8522889
ErCu,9.2617281
TePdO3,9.0425706
Al3Pd2,4.7587119000000015
ScGe,-1.133208867
Th3Mg,-6.570730499999999
CaCrF5,-287.38838
ScH2,0.652968537
Sr2AgPt,-19.125127
V2PbO6,-434.78167
RbIn5S8,-56.795987
LiScTl2,-0.70558432
GeBi3,-2.139232
ZnHg3,-8.235963733
ZnCu3H6(ClO3)2,-135.58850969999997
Ba5P3ClO2,-234.9800433
ZrIr2,-15.46226
Na2GaPCO7,-151.20133
LaC2,-8.320948067
Th2TeN2,-337.70398
As2Ir,-319.5415233
U3P4,4.019095533
NaFeAs,-44.13646487
KP,-168.45152
NiH6C4S4(N4Cl)2,-217.5522833
RbH2OF,-83.345239
BaMnV2(AgO4)2,-395.3398367
CeMnSi2,2.0949080330000003
Ti5Ga4,-2.502712
K3PS4,-290.3086467
LiCa2Mg,6.2245387
SbN9,-353.3120767
DyIr3,0.24523342
K2VAgS4,-388.0755033
Li2SiO3,-165.93647
LiMgBi,-76.06240367
Y2Re2Si2C,-7.389395167000001
Tm6WO2,-375.9593567
BeSiRu2,9.920072
NdTlAu2,-2.6204323
LiV(CO3)2,8.983865067
YbAl2Cu,-20.52498833
Nb(PS4)2,-282.6650667
Cr(WO4)2,4.514739
AuSeCl7,-374.3596933
K2PbO3,-142.82824
Li2Mg2MnFe(P2O3)2,-44.17902667
Sr2PbO4,-99.23733667
Li2NbS3,3.325891733
Ti(SiO3)2,-433.9330167
NdBO3,-329.0651867
V4(OF3)3,7.061727332999999
Na2Zr(CuS2)2,-61.00727867
Re3W,-1.802471567
TlAsS2,-300.1921
Yb2InSn,-11.61859
AcTlHg2,-5.257129
K3Mn2O8,-2.9599761000000004
ScRu3C,3.3845411
VPt2,2.519184133
Mn2FeO6,-35.862775
Zn2AgAu,0.112623963
TiO2,-230.72281
DySnRh2,-23.776535
Mn2CoSi,-0.45497817
TeRhCl,-310.0594733
BaNaIn,7.9306554999999985
FeSiTc2,-6.0596777
SrF2,-144.30896669999996
LiC2,-16.72516967
TbH2,-1.559293167
TiGaCo2,1.789915167
K2O2,-189.9358033
MnP,-9.701643367
Ce2SeF4,-41.66524933
NaInH8(NF3)2,-147.86511000000004
BeAlIr2,4.9415496
Sc3PbC,-22.224911
BeAl2O4,-109.4162307
Hg(IO3)2,-311.86281
BaNpO3,-28.888979
TmAg(PSe3)2,-349.7779967
Ba2Ti3AlO8,-12.16735667
Sr2FeBrO3,-54.17473227
H4BrN,-89.577051
Sn4SF6,-289.00808
Tb(SiIr)2,8.9011595
CrCuO2,-250.8256967
K3Ag,-36.120889
K2NaCrF6,-330.2043700000001
GaCuSe2,-32.69556767
KTbGeS4,-285.74246
TiAl3,-6.038331
TlIO4,-277.3850467
PRu2,-4.333641667
Li2SbAu,-9.7119132
Na4B2O5,-133.2627233
LiVF6,-493.8738067
TaO,-2.326295933
Na3SrPCO7,-138.16946000000002
Na3Cd2IrO6,2.505061833
Ti3NbCu3O2,-8.4022944
TaAlOs2,-13.258832
Pd3S,-9.8236685
Li2Mn3OF6,-360.92704
ErCuSi,-24.327925
KNiF3,-1.1045538
ZrTiTe4,-5.746263667000001
NaIO4,-141.7214367
LuMg,-4.622077
Ba3Nb2ZnO9,-304.9623967
Dy3AlC,-3.8754674
KAuO2,-305.6467067
KH3F4,-132.65328
Nd2PbSe4,-220.83783
Li2VF4,-265.35821
Li2CrAsCO7,-188.30816
NaCNO,-182.34915
IrC,2.4852112
Li2SmTl,-21.660091
PrZnSn,-27.183533
AcTlAu2,-14.270762
GaPO4,-139.21976
MgNi3C,-12.621839
Li5GeP3,-288.1937533
Cr3Pt,-13.895423
InSn2Br5,-226.88824
Ru(CO)4,-420.08282
Nb2CoS4,-2.182766317
KLaO2,-268.33419669999995
K6Cr2O9,-36.53029353
Si2MoO6,6.704864067000001
DyBi2ClO4,-83.44848967
VZn3,0.4335871
Tb2Pt2O7,-276.7980667
NbNiAs2,-3.9477407
BaNa2Mg(PO4)2,-143.75595
Cu6OF,5.056404967
Sm(NiGe)2,-12.26785793
SrCaO2,-231.95517
Cd2GaAgS4,-50.16915067
Ba2Y(CuO2)3,-5.6010254
Na2Te,-67.75241333
Co(BW)2,8.747606733
CdSiP2,1.8301858
BaBi3,3.0962451
ZrPbS3,-257.2441433
SrCaIn2,5.7202192
YbTe,-170.30028
NaNiPO4,-357.0439967
TlPPt5,0.343892067
MgNiBi,2.9469467330000003
RbCeTe2,-144.90485669999995
Cr(AgO2)2,-440.3844
HfCrO3,-120.5401253
Li2SbPd,8.968025633
Er(HO)3,-131.79584
Y3Ge4,7.327678733
SmDy3,9.590476633
SiMo3,-8.1736716
HoAu3,5.492755267000001
MgTi2O5,-241.9676967
NaH3(SeO3)2,-378.7039933
CoTc3,3.8704802
Ho2OsAu,-0.7116446
ZrB6,6.9869121
RbHF2,-131.2793333
Na2PdC2,-151.73755669999997
NaAcHg2,0.69143022
TeAsHO5,-218.75787000000003
YMn2,9.8934513
VSiPt,-17.01991433
Hf3SnO8,-231.7827467
LiBeSb,-270.16199
CoOF,9.418163667
CIF3,-373.8356967
YTmCu2,1.7069312
GaRh,1.3021842
MnZnO2,-85.11334433
KSnO2,-191.47256
Li2PmIn,-43.831159
HoN,-7.2398269
PaSi3,6.050365
PrH3,-221.81087
ZnGeO3,-69.239692
Sm2Ti2S2O5,-241.0581633
Nd3I,-8.1424746
Li3Cd,-4.1697881
Sr5As3O2F,-121.3991967
Tb2C,1.153928633
YSnPt,-0.186439223
Dy(CoB)2,2.0041543
LuCoC2,-3.0603477000000003
Rb3TaS4,-259.46275330000003
BeGeAs2,-181.33626
NaCaAsO4,-120.1635533
Ba2DySbO6,-186.27394
Li2CeO3,-538.3141767000002
ZrSiSe,-12.15647633
BrF5,-338.8681767
Rb2PdC2,-225.45839
Sr(Cu2As)2,-21.28254373
CaPmPd2,-11.849724
TmF3,-147.1986133
Na2CuSbS3,-185.34043
LiCr3O8,-263.15727000000004
BaZrNi,7.5110573
Na2PRuCO7,-36.453529
MgCdAu2,-1.6547113000000002
Ag3Hg,-5.3537714
HoZnRh2,6.1216921
Sr2Ge,-133.13351
Ba2H3I,-238.14736
TbSi2Rh3,-6.557690432999999
Sm(AlCl4)2,-136.4131733
CaVF6,-36.516457
CoMo,-8.2993944
Tm3InC,1.9191463
Ti3N2O3,-375.8636267
NaSe2,-322.33174
AgBF5,-6.641919333
Dy(GePt)2,-4.024368
Rb3Cd,-16.795126
Hf(TlTe)4,-140.96835330000005
Mg3Ir,-0.380497533
RuC3Br2O3,-358.01493
NaPN2,-192.04247
LiGaPdF6,-343.9128433
Sc2TlC,8.908417
CdAs,-156.6750833
Na2H4Pd,-163.93673669999995
MgZnRh2,-4.4139779
Mn3NiN,-8.4143155
BaC2,-249.4637167
NaHO,-116.62846670000002
Lu2AgOs,-0.11488827
Rb3In,-34.66755367
PrCuSO,-120.0626433
TmMgAu2,1.3105149
PmI3,-171.8089333
YV(WO4)2,-149.55817
Ni3Se2,-6.859733833
ErAg2,2.071460033
CrGeRh,-2.7863532330000003
TiSiPd,-352.79753
Li6MgBr8,-96.414412
Sr3V2O8,-364.40763
U(GeIr)2,4.327200567
NaAuO2,-269.7744033
Si3W,1.968548367
KBH4,-267.0501667
YbNdO2,-8.272971733
SrPdF4,-345.86396
Zn3Ru,-31.32336167
Sr3CuPtO6,-93.28839333
GaReAs,-17.663626999999995
Sr(GeRu)2,-17.636440399999994
Li4Fe2SiO7,-23.84863595
YbPmAg2,5.0220331
Pm2AgRu,-15.20590667
Tl6TeO6,-278.2237667
ZrP2,-2.608271467
Sr(AsPd)2,-2.835694723
MgPaRh2,9.9087502
Nd2IrAu,-0.29737719
NbAlFe2,-142.54602
Ti3N,-7.5818443
Hg2As3Br,-245.5509833
Sr3MgFe2S2O5,-3.782986313
Tl3Ru,-21.40854567
K2OsCl6,-14.608573000000002
V(WO4)2,-12.58540333
Ca2AsI,-224.29747000000003
Ti2Al,-13.318245999999998
Pr3TaO7,-321.3687233
FeAs2O7,-9.623678
ZrSO,-108.0526067
HoCl2,-18.424664
Sb2Se3,-251.0555233
LaSc3(B2O)2,-466.20294
TbInAg2,3.6073481
Na3As,-33.504065000000004
Rb2Hg7,-11.87752667
Li3CuF4,-172.27985669999995
Zn2CuAu,-0.485191423
Lu4Ge6Rh7,7.013928933
Lu2BeOs,9.538122
HoRh3C,-13.131334
Zn(CrSe2)2,-72.550584
Ca(CoGe)2,-3.435776567
CaS,-199.36635
Th(Al2Fe)4,-8.395512199999999
InSn2I5,-153.49736
LiMn3(NiO4)2,-17.28568933
YbSmHg2,-0.58265945
NaNbN2,-269.6602533
Sr3PbO,-87.701227
NaErF4,-289.94673
Tb3Mn3Ga2Si,-0.26132710000000003
ZrCoAs,-3.1126537
Li2TiV3O8,-17.99691767
NdZnAsO,-95.83710133
LiUN2,-21.94166713
LiVOF4,-477.2466
CaZnGe,-44.691768
BaF2,-180.50756
Te2AuCl,-81.16456107
Tb(CoB)2,1.990569233
TiFeSn,-13.91712167
ZrHCl,-27.518126
Y3Sb4Au3,-184.96842
KAgC2,-245.24653
Rb2MnCl6,3.5763621
MoCl3O,-347.0308233
Na3BO3,-85.66330067
BP,-205.82789
TbMgCd2,-3.2769567000000004
SmO,-5.480832932999999
LiErSe2,-213.8131267
Tl2Sn2S5,-267.2741567
Mg2PdAu,-2.6771059
BaYCu2O5,5.830045332999999
TmAl2,7.166701233
VFe,-10.294965
Tb3SbO7,-136.0587767
IrW,4.528188287
TbGePt,-0.94106865
Tm2AgIr,1.6753536
KAg2AsO4,-87.02602367
Rb3Th,-30.575635
Lu6UO2,-365.5663633
V2O5,-285.59435
Ho3InC,-0.33855693
K6CdTe4,-91.10214967
Li2VO2,-245.1134033
NaCaFe2(Si2O)2,-16.64320643
SnPbF4,-206.24491
CaCrO3,5.6729749000000025
ErC2,-7.866711433
NaErCl4,-327.33566
SmVO3,-3.2492753
K2PtBr4,-189.03706
Al5CuSe8,-83.05726
BaTm2NiO5,-37.93885233
ErMg3,-3.7753574
Li5TiAs3,-254.13936
Sc2S3,-223.7236367
AlTl2F5,-169.89721
BiI3,-282.45864
Mg2TaBiO6,-248.27773
SmYIn2,-3.9096015
ZrSe3,-184.6768833
V(CO3)2,-12.1571306
Li2CrPCO7,-233.3144867
InCu2,0.908944517
BaCo2P2H2O9,-72.62898333
Hf(VGa2)2,-5.338993067
Ba2SmNbO6,-299.88954
TbSbPd,-47.15455367
Sc(CuSi)2,5.667928667000001
Li4CO4,-235.8906733
NdCoC2,-30.02109533
BiAs2Os,-36.167581
Li4Fe3CoO8,-31.61907673
VP2,-8.3444341
Mg(InS2)2,-189.58877
PdPb2,1.868486737
Na3Al,5.5657405
ErCuGe,-28.062839
AsS,-351.20524
PrMg3,-4.7856256
CaSi2,-1.1488007
Pu3Al,7.931860799999999
BaYCuSnO5,-17.60842153
HfTaNO3,-259.7411133
K2NbCuSe4,-325.65864
ScZn3,-3.4395488
TaSb2,-9.875355699999998
LiAuF6,-478.60201669999987
SbH3OF6,-196.362
SmTe,-4.4103659
Pr2AgHg,4.4535053
Zr2Zn,1.970273167
LiHoAu2,-6.4084106
Rb2MgF4,-123.45885
NaMgSb,-209.3290533
Fe3PH6PbSO4,-27.88841567
Li3Mn(CoO3)2,-10.8676371
ZnCu2SnSe4,-77.43878267
K2NiP2,-343.28614
CaTb2O4,-175.04658
LuS,-5.310734967
Li3SbO4,-149.7363733
Li3CrPCO7,-374.2366433
PbAu2,-9.807300167000001
PrGa2,-6.456523616
Mg2Mn3O8,-325.86685
VCl2O,-7.156004332999999
Mn2ZnO4,-160.7903333
MnTcOs,5.3947544
BH8CN,-253.9378967
GeF4,-174.33612
BeBiOs2,7.271857400000001
Ac2ZnSi,-12.598774
Nd3InN,-12.615326
LiMg2,4.5262378
SbTeClO3,-292.72895
BiS2,-13.83853017
Sm2CdIr,5.412879599999999
Fe2RhS4,3.609233533
TbMn2,6.969490267
HoSb2,8.248833167
KPr3,2.6517913
B4C,-364.7479033
Si3Bi2O9,-187.9911867
RbHO,-90.40149
Li2MoF6,4.885244667
Te2AuI,-33.42510567
Cd(InS2)2,-39.230107
SrN6,-175.0671367
CoF2,3.448854233
Zn3Co2O7,-23.342549
InFeO3,5.338631667
Sr2CdSn,-57.91725
Ga2PdI8,-306.8685066999999
LiErS2,-233.8671867
USi2,5.878436767
TiS2,-3.4517332830000003
DySiIr,-7.367546067
CaN6,-201.28814330000003
YZnPO,-287.7861233
AsI3,-343.3552767
TbU3,3.535973633
Al2S3,-171.68004
HoHO2,-223.5012567
Li5SbO5,-146.01581000000004
Ca2Fe3O8,-7.696316667
PmHgAu2,-1.422134367
YZnAsO,-322.9819367
Rb2H2C2O5,-375.7179167
Li2MgCd,0.74310148
Pm2IrPd,-8.432366499999999
Pm2ZnSn,-8.521705800000001
RbBrF4,-292.7789667
DyGaO3,-126.2541633
Al2Te3,-325.6831567
CaF2,-116.74109
TmGe,-4.094533
ZrVP,-3.220544
Pr(AlSi)2,-8.323501
Y2TeO2,-323.09265330000005
NdBPt3,-1.371125587
SmTlO3,-116.3280033
LiMnP2O7,-327.35924
LiZnAs,-40.95744433
PrTlAg2,-0.71159067
TiP2O7,-447.1053367
K2PtCl6,-240.81014
H2CO,-273.4901267
RbBiO3,5.4212661
Nb(SeCl)2,-317.37188
Yb(BiTe2)2,-201.97425
Li2CdCl4,-117.8726533
GaAuO2,-22.32295233
YbSnAu2,-6.8094286
H4INO4,-179.2395167
AlSbO4,-86.02326433
YTlO2,-289.7174033
Li3NdAs2,-180.7037833
Mg2ZnB2Ir5,1.938846933
KSmF4,-211.6800667
CdBiClO2,-223.5774067
BaWN3,-358.11157000000014
Er(NiP)2,7.043939999999999
Y6UO2,-361.4350333
Ac3Sm,-26.45544667
CeAl4Co,-8.1810254
BaPr2ZnS5,-133.7107267
SmBS3,-385.1906133
HgPt,-4.7089335
K5As4,4.895334567
Ti3Ge,-5.1271951
Rb2H6Pt,-273.19711
SrCu2GeSe4,-210.20844330000003
SmNiAs,-3.4396913330000003
Ba2Re6S,-385.69057
Na3Rh(N3O)2,-417.8700067
TmSi3,-1.0764479999999998
Li4HfO4,-160.69636
UGa3,-24.670054
FeSiRu2,6.7852202
RhSe2,6.514841099999999
YNiP,-320.1122299999999
NbPSe,-15.47571487
Sr3Sc(BO3)3,-484.9628533
HfPt,1.6406496
Er5Ge3,-52.923572
Bi2OsAu,-0.36723338
HgN3,-342.9272933000001
Pr3Pb,3.2483591
Li4Cr3O8,-20.98741767
AgN3,-288.15124669999994
LaAuO2,-207.9410867
Ti3Os,-5.868918700000001
ZrSi2,-35.83460433
WOF4,-471.53497
Ba8Bi4H2O,-194.0949267
SBr,-371.6442033
Sm2CdPd2,-2.75199804
SmFeAsO,-2.2634405
Fe7(OF3)3,-32.17817433
ZnCr2F2,-26.957653000000004
HfIN,-255.42022000000003
CuSO4,-32.00169933
TeI2,-240.5865533
Li(SiRh)2,4.0303079330000005
In(Mo3Se4)2,-8.274954433
Sm3Al,1.1516338
TiBeZn,-28.414742
TbBi2IO4,-71.15689633
ZrNi3,-10.28583447
Na2LiN,-46.93766333
HgRhO3,5.826854
YAgTe2,-172.77428999999995
Ba2CuH6,-11.70890748
MgTl3,4.9350625
PmInAg2,-2.053653367
HoGeAu,-46.076524
KNdTe4,-252.06649
Hf2TcRu,8.8928301
YbCdCu4,-11.86206067
Rb2MgCl4,-103.6065857
LiGa2Ru,-4.104605933
Ca2Mg5Si8(O11F)2,-126.9397233
YCo,-27.235631
Ni4W,1.189437667
LiScS2,-258.1856133
Hg2GeSe4,-38.94152467
CdGeP2,-95.010722
Cr2S3,1.7723017
Li2SiNiO4,-12.34821033
Ba(BSe3)2,-287.9440667
Si3Mo5,-5.565929033
YbCdAg2,3.5424884
ZrIN,-238.1492
LiPmTl2,-15.522164000000002
Na2SO4,-139.7143367
Mg2Mn2O5,9.220533332999999
LiAlRh2,-0.359975237
Li3BN2,-237.8154833
Ta2VZn2O8,-257.5086467
Sr2B5H2O,-305.8182667
Ca3SnO,-89.481747
CeFeSi,2.162901433
InAgSe2,-35.67709933
Mg(BeN)2,-258.8378667
KI,-91.193865
KTa(CuSe2)2,-331.4053167
SmIn2Ir,1.129606767
Ba3P4,-212.01969
LiLu2Pd,9.6947777
Dy2Fe2Si2C,-7.616693467
MgSn3,5.1857506
K2ZnO2,-105.22693
Fe5Si3,-22.28411867
LiMgH3,-227.0764667
Li3Cu2F8,-5.888805832999999
LiCo5O7F,-67.91098199999999
BaSiO9,-3.123939333
AgRhO2,-230.4826667
Ca2InPd2,0.214637133
HfGeSe,-9.588884333
PdCl2,-284.90346
LiNd2Ru,-38.061253
Mn3O2F5,-293.2668433
KLiTe,-75.33330367
SiTc3,3.0356653330000003
LiVO2,2.0435158330000003
Sc2MnSn,0.59024663
CoPdO2,-49.91847247
Ta2CS2,-11.58041573
CuSe2Cl,-211.1225667
Na4FeO4,-365.40928
ZrRu,3.3951431000000003
TiGaFeCo,-52.985129
Rb2CuCl3,-85.17316067
LiMn3OF5,-125.6563567
Yb2AsAu,-226.49007000000003
KAg3Se2,-59.75037333
WCl3,-29.1071486
HfPd5,5.544890067000001
CaPS3,-285.4244133
Pm2CuOs,-13.375032
K3Nb3(BO)2,-159.7409467
CaHg3,-9.403316967
KTeOF3,-318.5718067
DyIn3Cu2,-1.876868633
MnPt3,-3.7282351
NpGa5Co,-27.41491333
NaSm3SiS7,-227.1083767
TiAg,-31.18149967
Ba(BrO3)2,-350.5418033
Ba3Bi(ClO)3,-336.29485330000006
TaCoSn2,-8.8108731
Sm2Fe2Si2C,-10.00377693
TbH3,-57.14415
Nb3SBr7,-319.4521933000001
TaSe2,1.357684
Ca(Cu2As)2,-21.73796067
Ca(NiGe)2,-7.040658232999999
PrCuO2,-245.2214767
SiRh,-12.354792
Rb3ErO3,-122.2857767
Ti2ZnO5,-278.0666833
GeP,-3.0929272
PuIr2,-16.153351
ErAu2,-0.770994753
Li3B(PO4)2,-146.72786330000002
YZn,3.337800567
TcO3F,-387.5525467
Li4Mn3Fe2,-37.074502
MgSbPd2,7.1132488
ThTe,-3.5836345
CaHI,-220.8527867
V3CuO8,-38.48662833
Cu2As4S3Cl2,-258.4827567
LuBi2ClO4,-82.29241867
BaSn3,-5.107727067
Re2SCl2,-354.8053433
ScSbPt,-305.63906000000014
SrCrF6,9.296978933
SmYMg2,-2.1634885
DyB4,-10.1238302
ZrAs,-6.135806733
ZnCl2,-117.61093
Ti(WO4)2,-66.98379
SrLi(BS2)3,-341.68984
Ba2Cu3(ClO2)2,7.429358267
Rb2SiF6,-152.07307
Sm2Ti2O7,-343.30324
NdCoGe3,0.077634733
KGeNO,-109.6861963
ErPd,-0.48432039
SiH8,-399.75115330000006
YbP3,3.1199141
BaCuP,-17.27480727
Rb2TeO3,-305.50378
U3O8,-41.612984
Sr2MoO4,4.286079033
LuTlO3,-91.42497033
PrIn5Rh,-1.0263377
NaLiZnP2O7,-157.57734
DyAu2,-0.87791842
Ta2H4O7,-110.2517967
MnZnF6,-372.8279733
AcInHg2,-2.2135878
Li4PbO4,-140.0274267
ErClO,-193.4412367
NiGePt2,-20.60433233
TbAsO4,-119.14202
Ca(ZnGe)2,-7.760210167
V2InC,-22.77775733
CaRhO3,6.7617527000000015
BaSr2I6,-175.8267633
Ca6MnN5,-352.75228
ThPS,-9.313061933
Pu3Ga,-3.6365044
CrAgO4,-223.6556333
NaSb,-202.03573
Ce(CoP)2,8.35116
SnH8(NF3)2,-163.64093
Ca(GaO2)2,-69.94160367
HoSI,-319.3009667
TcB2,-0.424439693
TiSnO3,-342.0929
LuCo2Sn,6.2539116
MgSnRh2,-16.232937
RbTaGeS5,-179.70266
Sr3N2,-71.03997199999998
ErPu3,0.520365725
Zn2PdRh,2.8846813
Ta3SiTe6,-3.681869
Tm5(SiSb)2,-28.5242863
InTeBr,-152.7765
CrO,-12.398642
BaAgO2,6.738537767
Ti3Pt,-3.2857758
KNaZnO2,-101.4837433
NaH2N,-130.386
Sr(GaAs)2,-83.51048667
Cu3PS4,-246.0905467
YbNiH3,3.3906492999999993
Ba2In2O5,-80.01345567
TlCd(NO2)3,-426.5257433
Lu6TeO2,-193.9284367
ZrCuSiP,-9.568627067000001
Ni2Hg2OF6,-68.19516467
Ca2AlSnO5,-315.5110133
KAs4IO6,-134.28729330000002
LiGe,-4.779090133
AcPbAu2,5.8344371
InPt3C,-14.337788
K3ScSi2O7,-137.2252233
GaBN2,-191.2479467
Be2ReCl,-0.24134075
TlBrO3,-194.8146967
LiCu2Si,4.6971924330000006
Li2MnBAsO7,-276.14198
Ti2MnGe,-20.824297
BiSbO3,-282.8987533
TiSe,-1.241555577
CaGeN2,-102.7756867
YScO2,-48.34835867
BaSiF6,-102.03986
DyMgIn,-41.265329
ZrBRh3,-16.337192
Sn(SeO3)2,-132.3045
Na2NiO2,-342.04135
KO3,-245.70511
Ti2CoSe4,1.3495622669999998
CaTiSiO5,-387.6167567
CaTi2,-463.9108733
Y(CrSi)2,-13.92903327
Tm2MgIr,-0.18587169
ErCuS2,-286.7532633
SrSiN2,-241.2663133
Li2ThN2,-356.2838367
SmSn3,6.1494351
LiZn3,0.49953608
LiVNiO4,-299.6695033000001
Li3Hg,-5.7950108
BaAl2(SiO4)2,-107.12459
NdInRh2,-36.107458
Li4HN,-290.65418
Sc2NCl2,-13.99901733
Co6O5F7,-6.485149967000001
Ca(MnP)2,-13.8809324
Mn3GeC,7.734238499999999
H8NF5,-159.4695833
NaNiBO3,-321.55369
OF3,-397.6238467
SmGa2,-4.5248191
SF4,-454.2661967
Ge5(Te4As)2,-269.20084
Li2VSiO4,-324.3364
HfAs2,-5.498516633
Li4Co(OF)2,-89.62232333
PrVO4,-220.3924067
IO3,-295.99951
Dy(MnSi)2,7.493778
DyFeC2,-23.28265567
BiSb2Os,-32.657577
Na2CuP,-160.50411330000003
Lu2HgAu,5.274857599999999
BaSO4,-170.38458669999997
Mn(CoO2)4,-0.430466667
LiTm2Ru,-15.542781
CrCdTe2,-0.37405093
BaNbTc2,-12.453041
AcMgTl2,-9.405829400000002
NaHg,-12.80321853
BaTh3,4.979374467
LiLuHg2,5.7253846
SrTiO3,-317.4861067
Er2InPd2,8.019329333
MgAlPd2,-3.9227139
K3AsS3,-379.46246
Mg(ScSe2)2,-173.17218
TiBe2,6.4083043
Lu2MgTc,-11.760468
CaGa,5.5163996
BaGe2B,3.8755998
ErH3,-48.965701
PdCl2,-327.0393767
NdAgHg2,2.8096012000000004
Na2PHO3,-265.5232133
RbGeCl3,-361.4213033
Ba2LiReN4,-180.9741233
BaZnF4,-123.4920333
SrHgO2,-187.9778533
Al2S3O2,-150.92853
U(SiOs)2,4.491874467
CaN2,0.85324433
LiMgPO4,-120.96188
CaThBr6,-285.6787367
TbSmIr2,-6.3850459000000015
ZnCo(SiO3)2,-1.718449
K2LiAlF6,-158.89817
Mn3As2,-14.95375113
MnH4(OF2)2,-409.4177767
USb,-12.187083
Fe2B,-19.85668133
CdSO4,-126.87859
Nb2Se9,-290.4037
DyH2,-1.866963467
PrP5,-89.37725333
CdIBr,-116.009611
LiGaGe,-111.589808
Ca(SnO2)4,-146.3866067
Hg2Rh,-10.20761
Zn3Hg,-6.093632232999999
Cr2O3,-380.5430833
CuF,-45.656713
Al8Mo3,-63.62673
K4BeP2,-86.86898567
YAg2,2.464690633
Th(PS3)2,-275.4532733
Na2V2ZnO7,-428.95353
SiH8C2N8(OF3)2,-189.8023433
Cd(InTe2)2,-87.665075
Pm2MgSi,-12.538599
TlF3,-92.878887
H2Se,-2.912081267
Na2CdSn,-69.48086933
K3Cu3As2,-241.5511233
ThP2O7,-134.46482
UCoAs2,4.226238767
PS,-376.6650267
Na9ZrP4ClO6,-358.92979
ZrSiRu,2.614526967
NbF4,-38.24434533
CrAgSe2,-189.3996833
CuHgSeCl,-96.78886367
Na3AuS2,-173.45313000000004
DyHg3,6.992476567000001
NaLaSe2,-246.6335867
TbAg,9.9381353
Lu2O3,-190.0527667
Ba3AsN,-96.369683
Ba2CuClO2,-326.11362330000014
