pretty_comp,formation_energy_peratom
Ti2CuAs,0.10082
KBAs4,0.66527
K2BeOs,1.32504
BeCu4Pt,0.106
Mg3Mo,0.2848
B2Mo,-0.2457
Ba4SrNi,0.6762699999999999
BaZn(FeO2)4,-1.5520100000000001
FeSiW,-0.4879600000000001
BePdW2,-0.28304
PaMn2Al,-0.16442
TbSiRh,-0.8280200000000001
Mg(GaO2)2,-2.32547
Sr2BeV,0.8480700000000001
LuSb3,-0.27942
Ti(CrS2)2,-0.75593
LiHo2Ga,-0.31057
YRu2,-0.35707
SmH2ClO2,-2.18757
BaMoOs2,1.41822
GaNO5,-1.85619
Ca2AlNiO5,-2.64032
Ag7NO6,0.06698
KTeAu,-0.70365
LaBe2Sn,0.20598
Ba4TcHg,1.05234
HoCdAg2,-0.31246
LiCa2Al,-0.21012
K2NaTlF6,-2.57355
Yb2Cu(Ge2O)2,-1.92032
SiS,-0.38924
BiTe,-0.20011
KCO2,-1.67694
BeCd4Te,0.49943
TbTlSe2,-1.44164
IClO,-0.17699
CaIn2Cu,-0.35533000000000003
Ho2AlSi2,-0.7006399999999999
Be2TlCr,0.58013
CaTiO3,-3.3980300000000003
LiZnP,-0.60724
Sr(ZnGe)2,-0.40536
Ba4TiIn,0.71591
Ba4GaIr,0.77595
HfGaAu,-0.50129
Pr(CoB3)2,-0.33892
YMgCu,0.45749
BeIn4Ir,0.94914
AgCO3,-0.8942200000000001
BaCe,0.47902
PrSnAu2,-0.72404
Fe4O7F,-1.48433
Ge2S3I2,-0.30249000000000004
Dy3AlN,-1.01177
CeSc3(B2O)2,-3.23006
SrSO4,-2.35735
LiBe2Sb,0.30856
WO3,-1.111
PaAl3,-0.26308000000000004
KCuTe,-0.65488
Ca3MnN3,-1.05233
RbTaGeS5,-0.9487
Li4NCl,-1.0182
PH6N3O,-0.59402
LiAc2Ga,-0.23351
BeCr2Pt,-0.14495999999999998
AlAgS2,-0.79084
Li3AlN2,-1.04022
ErAsPd,-1.17931
Li2MnVO4,-2.20255
LiMgH3,-0.3703
Te2W3Se4,-0.3217
KTa(GeO3)3,-2.13286
BaBe2Hg,0.7973899999999999
CaPmHg2,-0.47781
SiAsP2,0.69165
YbMgHg2,-0.40971
Ba4MoPt,1.12276
KLiCO3,-1.97435
NaAcHg2,-0.3152
Ti2VSe4,-1.07467
LiFeP2HO8,-1.88175
Y2BeGa,-0.06788
Li5Sn2,-0.43762
CuHgPd2,1.994
Li2V3CrO8,-2.43966
Fe3Mo3N,-0.21952
Li3VCr(PO)4,-2.32284
ZnSbO3,-1.3915799999999998
BeTl2Co,0.34423000000000004
HfBe2Ru,-0.09114
Li6TeO6,-1.97753
Sc2CuPt,-0.8584700000000001
Ba4LiRh,0.72948
YbCdPd2,-0.75245
Li2Ti3BiO8,-2.66096
Rb2Ti(SiO3)3,-2.89581
Er2Te3,-1.42772
Li3Pt,-0.48641
Zr2NiP,-1.01645
Fe3Se4,-0.1591
Zn2CrWO6,-1.90576
HgI,-0.0932
BeSbPb2,0.53987
BeTl2V,0.7328
NaSbF6,-2.5676400000000004
NpSi,-0.05004
CrClO,-1.6704599999999998
BeCd4Ni,0.62853
Li2Mn(SiO3)2,-2.48785
Be2CdOs,0.25491
MnBe2Pd,-0.26681
Al3Bi5Br2,-0.83373
K2TcCl6,-1.41944
ThScTc2,-0.21889
TmSnRu2,-0.39722
Tl3AsSe3,-0.32376
NaBe2Cl,0.53428
Be2FePb,0.56306
Zr(SO4)2,-1.96653
MnBePd2,-0.16933
BeCN2,-0.51567
NaAsRu2,0.40786
LuCo2Sn,-0.34046
Na2MgSn,-0.27423000000000003
MgFeF6,-2.6541799999999998
BeZn2Cl,0.32852
SrPb,-0.61541
Ca4MgB4H6(CO4)2,-2.26463
Ba2LuRuO6,-2.7489999999999997
Sr2BeCo,0.33874
HfAsOs,-0.51835
CaN6,-0.22725
MnBe2Cd,0.19142
Cd(PtO2)3,-0.8253799999999999
TmSnRh2,-0.8247
NbSe3,-0.68781
ThBr4,-1.81701
YGa2,-0.6771
Li3Mn2Fe(BO3)3,-2.12293
In(Mo3Se4)2,-0.5049600000000001
DyB4Ru,-0.63922
KAgO3,-0.2875
ErTlS2,-1.62371
VRe2O9,-1.82792
RbHS,-0.6492399999999999
Dy2O3,-3.33728
Lu2ZnTc,-0.26635
ScBe2Sn,0.13990999999999998
SrTiO3,-3.41747
Ba4ScIr,0.95842
SrThBr6,-1.94949
Ag3BO3,-1.02168
YbAu3,-0.76115
B3Ru2,-0.29201
BaAu,-0.8268399999999999
BeFeCl4,1.11071
ReTe3Br5,-0.24532
VSi2As,0.50631
VH2,-0.2017
Li8PtO6,-1.84923
In2GaBiS6,-0.6096699999999999
BaLiY,0.83126
YbZrRh2,-0.8530200000000001
NaCdHg2,-0.07849
NaSmSe2O7,-1.74353
ZrCdCu2,-0.17978
Be2HgPd,0.08063
NaC4N3,0.09721
ZnH2SeO5,-0.9943700000000001
TmLuPd2,-0.9955200000000001
CeNiO3,-2.33093
TlFeF3,-1.99271
Tb5Ge3B,-0.6759
LiHoSe2,-1.7640200000000001
VFeCoSb,0.0349
Ce(PRu)2,-0.9692
MgBe2Os,0.12055
Be2OsSe,0.31271
NbSeBr3,-0.8549700000000001
Mg2NF,-2.0326299999999997
Nb2AsC,-0.6357
TaCo2,-0.23351
H2C,-0.14062
Pu3Sc,0.17618
Pr3Ni,-0.5577
Mn(SbS2)2,-0.39281
Be2HgPt,-0.0306
CuGeRh2,-0.32583
UNiSn,0.5848
MnTcOs,0.61953
Be2PdBr,0.32145
CaCr(SiO3)2,-2.73373
Ba4HfPd,0.91803
YAg2,-0.3785
TiNi2Sb,-0.3292
ZnSiP2,0.53235
TmAlRh,-0.98803
Zr2BeSe,-0.26147
LiMnCoO4,-1.8011400000000002
SmTlZn,-0.34423000000000004
RbClO3,-0.78899
NaLiFe2(Si2O)2,-2.36712
SbRu,-0.060370000000000014
Li5V2Fe3,-2.04031
Tm2CoRu,-0.39967
Li2Mn3CoO8,-1.86147
HoZrSb,-0.79047
ThC,0.25523
ScAs,-0.92722
Li2FeCu(PO4)2,-2.02179
Ti2CuTc,-0.31721
MnGeN2,-0.0783
Li8HfO6,-2.45772
AcMgTl2,-0.29097
K(CoO2)2,-1.42293
Ba4HfGe,0.79359
Zr2InC,-0.75834
YInAu2,-0.75977
Th2SeN2,-2.10521
BaCaTe,-0.41862
Sm2Pt2O7,-2.1640200000000003
TbInCu,-0.44004
In2Pt,-0.45693
Nd(FeSi)2,-0.6209899999999999
SrBeV,0.7529399999999999
SrHf2Mo,0.79406
BaMg2Ta,0.63742
ErSi,-0.79872
Nb2Tl5S4Br9,-0.8968299999999999
Pr3Si2S8I,-1.57452
Sr2SiO4,-3.25902
CeInAu2,-0.67413
AsPd2,-0.30011
Ni3TeO6,-0.88907
Dy2Al3Si2,-0.54167
HfPd,-0.6281
In3Co,-0.01232
Ca(ZnGe)2,-0.34836
FeBW,-0.52335
PaGe3,-0.43485
MnZnIr2,-0.17301
SmPa3,0.18607
SmCoSi,-0.68095
LiMnBe2,0.10319
LiHo2Os,-0.34092
VInPt,0.08377000000000001
Na2FeO4,-1.5287
BeGa4Rh,0.40316
Ti3TlC,-0.46583
Sm3Ho,0.01051
BeBiPt,-0.17179
USe2,-1.18526
RbSn2Br5,-1.12317
NaGaH4,-0.13392
Fe4Cu3O2,-1.1087200000000001
NaAsH4O5,-1.2645
Na4Al3Si3IO2,-2.8114
Sm(MnSi)2,-0.53503
Ta2MoRu,-0.36161
Ta2BePb,0.34321
Ca2HgAu,-0.66675
MnOF,-1.70233
BaSnSb2,-0.36941999999999997
TlCrSe2,-0.34018000000000004
HfBe2Bi,0.8666200000000001
V5Te4,-0.30161
Ba2MnPb,0.03088
Be2FePd,-0.14852
NdY3,0.01454
Ba(PdO2)2,-1.31512
BaHg2,-0.38338
MnBeCr2,0.11145
Li4GeO4,-2.1695599999999997
BeTl2Sn,0.3443
Pb(ClO3)2,-0.26875
Ni2P,-0.43165
MnSnO3,-1.6215899999999999
BeGeAs2,-0.19972
Li4ZrBe,0.36422
BeCu2Cl,0.32781
YbF3,-3.322
Ta2Be2Pb,0.56384
KAg2PS4,-0.5372600000000001
LaTa2Be,0.5251100000000001
ZnSiTc2,0.4709600000000001
YFeF5,-3.16997
Pd3(PbS)2,-0.44073
LiFe3(SnS4)2,-0.54747
BePPb,0.22848000000000002
Pr2Ti2S2O5,-3.05792
Cd3(ClO)2,-1.16038
NdFe3(B2O)2,-2.2006900000000003
KZrBe,0.77315
CrNi2,-0.03846
SmHo3,0.016390000000000002
CePd,-0.70016
MnS,-0.00066
KSnS2,-0.8325799999999999
Na3In,-0.09427
Ta4BeTc,0.65668
Rb7NbAs4,-0.52913
MoPCl9,-0.73234
ErNi2B2C,-0.56377
Be2TeSe,-0.10531
YMn2,0.10789000000000001
TaZnOs2,-0.15723
HoTlRh2,-0.5698
ErInCo4,-0.17877
Pm2TlCd,-0.38847
Li2CrCoO4,-1.88001
LuSiIr,-1.0958
BePBr2,0.5697800000000001
LiVGeO5,-2.1412
LiMnO2,-1.96288
HgMoO4,-1.53614
B2SbAs,1.7734900000000002
TiFeCoSb,-0.26976999999999995
BaP3,-0.75549
Ba3NbFe3(SiO2)2,-2.54363
LiTaIr2,-0.66093
CdCl2,-1.02549
Sc(CuSi)2,-0.4507
Hg2P2S7,-0.15181
Be2NiBi,0.30514
HfBeSi,-0.6114
NaCaFe2(Si2O)2,-2.56964
ZrBRh3,-0.7370899999999999
CeTe,-1.26623
DyBiPt,-1.05331
ThBe3,-0.15904
Sc5Ga3,-0.53738
Bi2Os2O7,-1.22356
SmAsS,-1.6919099999999998
Na2Ti2Sb2O,-1.16984
Tb(SiOs)2,-0.69365
BaZnBi,-0.15427000000000002
TiPt,-0.8057300000000001
LuB2Os3,-0.34286
KSmPdO3,-2.1754599999999997
BaPr2MnS5,-1.9112099999999999
TaFeP,-0.80097
Ho(CoGe)2,-0.60965
K2NaBe,0.53425
Li3LaBi2,-0.78893
NaCaAsO4,-2.24381
Er(NiP)2,-0.99254
TaTiMn2,-0.29231
Ba4HgBi,0.08847999999999999
FeP4,-0.37447
CoW,0.04294
LuSeO3F,-2.55776
TiGePt,-0.43057
Sr3InP3,-1.0652700000000002
CrTe,0.02764
BaHgPt2,-0.14665999999999998
HoCuSn,-0.5661
USi3,-0.26268
BaV2Os,1.07013
HfSiRu2,-0.73328
LiCd2Pd,-0.41463
NaSr2Be,0.35285
AlAsO4,-2.08853
Li6CuS4,-1.17471
Ba4PdSe,0.13982
Sr2Si,-0.38791
Tm5Mg24,-0.03165
Li3CrSiBO7,-2.42714
Ba4TaRh,1.3370799999999998
La2MgNi2,-0.37848000000000004
Ca3MnZnO6,-2.63574
YBe2Sb,0.01542
BeGaSe2,-0.12557
SrIrO3,-1.6925599999999998
BaYVCuO5,-2.62031
Te7Mo8S9,-0.61349
LiAlTe2,-0.77762
AlTl2F5,-2.83392
Mn(HO)2,-0.5672
Si3(Bi2O)2,-2.15677
SmLuTl2,-0.32645
MnSbS2Cl,-0.62288
SmH2,-0.7045899999999999
TiO2,-0.41758
AsOs2Pt,0.6974199999999999
TmSbPd,-0.68811
RbSmS2,-2.0149
Al(SnO2)2,-1.7462799999999998
PrBiO4,-2.11726
Be2OsPt,0.51231
Ba2HfTe,0.04112
VPO4,-2.33833
IO2,-0.30843000000000004
KBa4Re,1.25109
NbSiTc2,-0.3384
Ba4HgRu,0.9002
Ti2VS4,-1.41308
Th2In,-0.19912
Ti3Cu,0.00343
LaBe2Cd,0.22949
ZnSnO2,-1.33191
Ba4GaSi,0.51035
RbLi(H2N)2,-0.48755
SbN,0.33069
LiHoSe2,-1.78168
GaCuS2,-0.64312
YAl3,-0.46171
TlCrTe2,-0.2292
Li2CoBO4,-1.93327
Si3CCl8,-0.99122
Li2MnP2HO8,-2.16483
Tm2AgRu,-0.45979
Sr3BiAs,-0.35755
Na3ScBr6,-1.71512
Li2GaRh,-0.50689
Ce3Al,-0.15367999999999998
Ba4LaNb,1.01032
Tb2S3,-2.2614400000000003
TbTe,-1.3436299999999999
Zn3N2,0.01589
Ca2CdGa,-0.09534
Al2Si2H4O9,-2.36237
Hf2BeGa,-0.05112
Ba3MnNb2O9,-2.90678
TiBePd4,0.0315
W2C,-0.31842
MgBr2,-1.59558
LiAuO2,-0.99827
Mo3O8,-1.7776900000000002
Hf3Al3C5,-0.70303
RbCuO3,-0.45865
Sr4Br6O,-2.34647
CaSmCuClO3,-2.55585
Ba2CaNi,0.32732
Na2V2ZnO7,-2.2921
Ni3Se2,-0.25658000000000003
Pr2PbS4,-1.7663799999999998
UGeO4,-2.60909
NdZn5,-0.30926
Nd2Pt2O7,-2.1164099999999997
Li2YBe,0.20542
Be2TlMo,0.41681
Mn(InTe2)2,-0.22398
BaCd2Bi,-0.3045
Pr3Pb,-0.36708
FeN,-0.09781000000000001
NiH2SO9,-1.0012
SmTh,0.055720000000000006
BeSi2Br,0.92268
YBe2Pt,-0.12462
KSr2Be,0.5697300000000001
YAgSe2,-1.25167
Ba4GaW,1.1193
Cu(RhSe2)2,-0.38025
BePb4W,1.39244
BaZnCr4O8,-1.93025
Ba3Sb2,-0.62953
ScCuSi,-0.6522399999999999
BiO2,-0.58654
Al3Os2,-0.52112
BaTl2Bi,-0.32738
In2Au,-0.22464
BeZnO2,-2.26986
BeIn2Pd,0.13924
BeGaPt,-0.41312
VBr2O,-1.45936
BaSiP2,0.10695
Sm3Si2Cl5O6,-2.89268
ZrB,-0.43887
Tb3Er,0.01235
Ba4MgSn,0.21839
Rb2ZrO3,-2.64229
Ti(BiO3)2,-1.5209700000000002
Ba4CaRu,0.91664
Hf2Ni2Sn,-0.5735399999999999
LiTm2Ir,-0.7016399999999999
LuMgPd2,-0.89097
TbF3,-4.371580000000002
RbAc3,0.32163
GaAs,-0.32068
KCN,-0.39052
BeFeCo2,0.00495
Be2SeCl,-0.13255
TaBeCd,0.43782
CaPbI4,-1.12853
ZrAsRu,-0.81623
PCl3,-0.66559
Be2OsCl,0.02241
TaBeFe,0.24387
CaScHg2,-0.38201999999999997
TmLuTl2,-0.28244
Y2ZnAg,0.4924
NdCdPd2,-0.67091
NaNi2O3,-1.10257
Li2Co3SnO8,-1.5051
NbPSe,-0.7255
YbAsPd,-1.05977
V2ReTc,-0.35963
PNF2,-1.74692
YGa5Co,-0.46067
LuPPt,-1.31155
Mo3WSe8,-0.61951
KY3,-3.9926699999999995
YCo3B2,-0.51877
BeSiOs2,-0.22932
Mg2CdPb,0.12139000000000001
LiHoGe,-0.75462
Rb2VAgSe4,-0.91584
BaZrBi2,-0.25631
TlAsOs,0.72051
Hf2Cd,-0.09014
SmAsPd,-1.18034
Li2FeO3,-1.86097
YbZnAu2,-0.71406
MgSe2O5,-1.4392
CeMg2Cu,0.13199
TbTe,-1.32997
MnAlIr2,-0.55718
UAl3Pd2,-0.5727399999999999
ErAg(PSe3)2,-0.54348
YbMg,-0.08225
MgBePd2,-0.41198
Sm(SiRh)2,-1.04929
TiAsRh,-0.43912
Sr(ScS2)2,-2.2098
Li3Nb4VO2,-2.613
NaBOF2,-2.86504
Sr(BiO2)2,-1.87133
LiCaUF8,-3.67798
Mn(GaSe2)2,-0.52956
CaBePb,-0.17525
MgCuPd2,1.90627
CaBeBr,-0.28063
Ca3SnS5,-1.47945
Sc2CuIr,-0.78317
Mn2AsSe,0.5865100000000001
BaNaLa,0.7429399999999999
Na6Ge2S7,-1.0271299999999999
BaV4O8,-2.45408
CuWO3F2,-2.08061
KPdO3,-0.5905699999999999
Dy2TeO2,-3.1606
CaTi4Cu3O2,-2.51022
Sm2IrRu,-0.50897
CeBe3,-0.1467
Ni2SbTe,-0.19917
Yb2SO2,-2.31649
TmSi2Ni,-0.76555
Na2BeGe,0.24545
BOsO3,-0.01009
HfBeRh2,-0.5554899999999999
Ba4ScHg,0.53951
Ta2N,-0.88746
MgScHg2,-0.29198
LiTaRh2,-0.57315
Ba2TlCo2O7,-1.50451
YRh,-0.92117
YGaAu2,-0.71013
NbCo2Sn,-0.10176
DyMgCd2,-0.33538
SrGe,-0.70682
Sm4Cl6O,-2.10954
YRe(WO4)2,-2.15925
MgAl2O4,-3.26768
TiFeO3,-2.27259
CdCo2As,0.51677
LiAg2F4,-1.55596
TmPa3,0.12445
BaLiAs,-1.03368
ZrSc2Tl,0.29435
NaMnO2,-1.7714900000000002
Bi4O7,-1.26378
UCoSn,-0.17008
Li2MnCrO4,-2.10093
BaVClO3,-2.77774
Na6PbO5,-1.45971
Zn2CuSbO6,-1.20939
FePH5CO4,-0.95882
YI,-0.89433
Li2Ni2BiO6,-1.2706
AsWBr,1.6306200000000002
BeSiOs,0.15917
MoIrO6,-1.30352
Ba4BiTe,-0.30101999999999995
BeVIn2,0.40623
Sr2CdIn,-0.47143
LiHf2Re,-0.25042
TiGaAs,0.2553
Dy(MnGe)2,-0.44723999999999997
Na3AlH6,-0.27705
BeGaAg,0.21600000000000005
ThNi2,-0.5007
VSi2,-0.33187
Dy2Co3Si5,-0.7194699999999999
ZrBe2Os,0.0148
Y2(Al3Co)3,-0.59132
Dy2S3,-2.25693
TaTe5Pt,-0.32215
LiLa2Os,-0.13095
Pr3CuSnS7,-1.58678
Mn2BeHg,0.31445
La2AgSn,-0.59032
SnHgF6,-2.10173
YBeCd2,-0.03532
ScBePt4,-0.39535
LiBe2Si,0.3997
Tb(NiGe)2,-0.69352
RbVCl3,-1.47025
Rb2CrCl4,-1.6552099999999998
Li(NdSi)2,-0.59331
BeTlW2,0.59229
DySiIr,-1.05269
Cd(InSe2)2,-0.5319
Na2Ca2Ta3,-2.95287
Sc2OsPd,-0.78289
CaBO3,-1.85253
VFeRu2,-0.07385
SrCrF4,-3.235
AgNO2,-0.16085
AsP2W,0.52622
FeCoSn,0.13849
ClF3,-0.63161
SiPd,-0.45198999999999995
MgS,-1.59855
YInCu2,-0.36441
LiBePt2,-0.4783
YbAgO2,-1.76709
BaC2(SN)2,-0.5686399999999999
HfSi2,-0.48433000000000004
HfN,-1.92482
SrInHg2,-0.33999
SiHgP2,0.83052
Ba4LiTi,0.85425
BaCrCd,0.85965
CoH2(BrO3)2,-0.89369
NaPd3,-0.03821
CoGe,-0.16165
BeGeRu2,-0.20932
Y(BO2)3,-2.9468
Al3Pd2,-0.78252
CeGa4Co9,-0.23111
BeHgPb,0.4877
Zn3Ir,-0.21827
Pu(SiNi)2,-0.33745
LiAgF3,-1.91858
Al3V,-0.14555
HoLuTl2,-0.29972
Ti2Zn,-0.15905
Zn(RhO2)2,-1.09694
Zn2AsW,0.44622
MnSbAu,0.15184
MoPt3,-0.12680999999999998
BaNbO3,-3.02671
RbAuBr4,-0.78142
Na2VBPO7,-2.33337
Nb2Se9,-0.49015
PaP3,-0.728
Pr2MgGe2,-0.77077
CaCrF4,-3.27201
CaBiAu,-0.73497
Sc2ZnGa,-0.54293
SrAl4,-0.32509
SiOs,-0.20784
HfBeP2,-0.5017
KN,1.16792
Mn3(O2F)2,-1.90351
TaO3,-1.5391
NbBi2Mo,0.71601
Ba2UNiO6,-2.85498
BeZn2P,0.35226
Hf2Ag,-0.13127
K2NaAlP2,-0.6792
Ta2BeTl,0.43178
ScPPt,-1.25149
Sr2LuBiO6,-2.70935
LiFeNiO4,-1.49963
Sr5Cr3O2F,-2.8201400000000003
Li3Fe3CoO8,-1.68704
PaO2,-3.8506199999999997
BaInHg,0.00877
TlSbO3,-1.35497
K2PdCl4,-1.44573
Pr(CoB)2,-0.50618
Ba4CoW,1.5683
BeTc2Ni,-0.07202
Ba2PrSbO6,-2.79231
Tm2AlOs,-0.40766
ErNi4Au,-0.4467
NaTeAu,-0.52972
BeZn2Ge,0.32626
ScNiBi,-0.66906
Sm2TlZn,-0.36456
ScB2,-0.88426
ErGeAu,-0.61646
CeBr3,-1.92878
VSn2,-0.03157
Sr2BeCo2,0.58754
FeSnF6,-2.3574
Sr3Cr,0.4954
Co3W,-0.11795
Li2CaGe,-0.48785
Sm(CuSi)2,-0.56196
PrZnGa,-0.55483
Sn7Ir5,-0.22812
UF5,-3.62056
Rb2PdCl6,-1.27055
Ba4FeTe,0.65776
LaCd2,-0.40804
TiFeO4,-2.21192
BaHf2Br,0.26361
Ba2HgPb,-0.61136
PrB2Rh2C,-0.60846
ScCuO3,-1.62385
ZnGaPd2,1.30624
Th(GePt)2,-0.79964
Na5SiP3,-0.49508
BaBiBr,-0.76052
Tb5Ge3,-0.80805
SrBe2Sn,0.36075
BaSr2Mg(SiO4)2,-3.22218
YbCuGe,-0.46751000000000004
ScB2,-0.2356
Sn2Ir,-0.25817
SrLiSb,-1.04145
Zr(SiNi)2,-0.76256
TiBe2Br,0.13341
Sm3Y,0.02038
Yb(AlGe)2,-0.51849
Be2TlPb,0.80453
TiTl2W,0.66095
In2PdRh,-0.26061999999999996
GeSb,0.14253
HoBi2ClO4,-2.22553
Cd3P2,0.14593
VSnPd,-0.04298
SiBO3,-0.7225600000000001
TlSbF6,-2.34056
Ba4FeCo,1.3077299999999998
K4ZnAs2,-0.53576
Mg(GaO2)2,-2.31376
TlSe,-0.27993
NaTeO3,-1.27922
Ti3Zn2O8,-2.66432
Sr(MnP)2,-0.65751
CrB4,-0.2896
Li4B2O5,-2.42246
Ba3MgRu2O9,-2.28983
NpIr2,-0.44118
Ag2Te2O7,-0.74836
CdRh2Pb,0.10626
Sr5Bi3O2,-2.17504
Li2Mn3NiO8,-1.84673
Ca2AlFeO5,-2.80539
NaFePO4,-1.99266
Cu3N,0.23335
PrGa3,-0.5737
Al2Si(O2F)2,-3.36007
Na2LuPCO7,-2.49481
Y5Ge3,-0.8759
TlCdS2,-0.32727
Mg2TaSnO6,-2.53273
TbNbO4,-3.20946
Ca2BHN2,-1.22914
TeN2,1.32379
Ba(AlGe)2,-0.4649100000000001
Mg(BeN)2,-1.26102
MnPtF6,-1.6934900000000002
Li2AgF3,-2.3551900000000003
CeNiC2,-0.29165
FeCo2Si,-0.27441
BeGaP2,0.44177
ZrGeS,-1.24071
ErPS4,-1.10455
BaSiTe2,-0.47371
ZrCoSb,0.13815999999999998
ZrBe2Bi,0.32412
Al6Tc,-0.27922
Ag2GeO4,-0.7967
Fe3Ni,0.05574
Zn(InSe2)2,-0.5906600000000001
CaCo(SiO3)2,-2.62153
SrMoO4,-2.79122
BaSiCl,-0.50898
FePO4,-1.84677
KTlO2,-1.21774
HfGaNi2,-0.56133
BeGaCu2,0.01826
TiSnPd,-0.57119
Ta2PdS6,-0.93217
Ti3NbO8,-2.99956
Zn(FeS2)4,-0.39073
FeIr3,-0.01728
Ti2MnRe,-0.33105
Be2GaOs,-0.12574000000000002
UBN,-1.18045
Mg3Ir,-0.40079000000000004
CaInHg2,-0.31081
Ca2InN,-0.8637299999999999
DyHO2,-2.69103
Be2ReOs,-0.14032999999999998
Fe(BW)2,-0.55503
Ba4HgMo,1.0082
Er3TaO7,-3.66796
Co2B2O5,-1.7193599999999998
LiBe2Ru,-0.14481
Hf2MnRh,-0.56911
Na2LiTa,1.1908299999999998
SrIn4,-0.28936999999999996
BaLiTe2,-1.0844799999999999
Ba(AlTe2)2,-0.95586
Sr2Mg(BO3)2,-3.05525
TbAg3,-0.25721
AsRh2,-0.38049
YbSnPd,-0.9078799999999999
Sb2Au,-0.05739
PrPtF7,-2.68034
Cd2AgAu,-0.13009
PrAl4,-0.35451
ScGaPt2,-0.97638
ScSbPt,-1.16838
RbInTe2,-0.7572300000000001
Fe7C3,0.04275
YbGa2,-0.59077
SbPt,-0.37456999999999996
H6PbCBr3N,-0.48932
Nd3RuO7,-2.84099
HfAsCl,0.00547
WS2,-0.16589
PaO2,-3.61858
KHg2B,0.90859
Li5CuF6,-2.74534
BeCoMo2,-0.05986
BaMg(AgO2)4,-0.66378
BaYCl,0.14654
Ag6Mo2ClO7F3,-1.35036
Cd3SiO5,-1.7945
NaTi2O4,-2.9529400000000003
Li3Fe(Sb2O)2,-1.6505900000000002
Sr2LiMg,0.37051
SrCu5,-0.12464000000000001
Li2RhO3,-1.62416
ErCrB4,-0.69692
BaPb2IF5,-2.7497700000000003
Ba3Ti3(BO)2,-3.16082
Tm6CoBi2,-0.47964
MnF2,-1.68325
Zn(ReO4)2,-1.65691
BaVCd,1.0466
Sm(SiNi)2,-0.80104
Be2FeOs,-0.04541
Li(CoO2)3,-1.31794
Y2CuHg,2.19495
Li2VH2OF5,-2.49137
Mg2Sn3O8,-2.08608
HfMn2Be,-0.01958
LiCoGeO4,-1.51813
KTcO3,-1.87211
Be2MoOs,0.0005
Tm2ZnIr,-0.75638
V(ZnN)2,-0.12505
Te2Mo(WSe2)3,-0.39669
TiBe2Tl,0.49532
LiNi3O3F,-1.21163
MgAsIr2,0.14009000000000002
TmTaRu2,-0.4833
Ba4RuBr,0.59668
Sm2In,-0.35796999999999995
Rb3ErO3,-2.15105
Ce3Y4O2,-3.70519
TlCdF3,-2.13059
PbAu2,-0.07359
Zr2N2O,-2.26173
TiVTc2,-0.44585
LiNbCuO4,-2.00084
KRuF6,-2.2429900000000003
Sb2Te4Pb,-0.20409000000000002
Ba(InTe2)2,-0.773
FePd,-0.02286
AlBiO3,-0.6399699999999999
BePdBr4,1.07013
SrBeRh,-0.21356999999999998
TlF3,-1.86572
K2Sr2O3,-2.1640900000000003
Pd4Se,-0.1209
Tm2NiAs2,-1.24521
Li2Co4O3F8,-1.91447
TaTe4,-0.22008000000000005
SmTl(MoO4)2,-2.44904
Tl4CrI6,-0.56098
Ba4MgSe,0.11540999999999994
HoNi4Au,-0.44248000000000004
ZnCu2GeSe4,-0.35546
Cr3(OF)2,-1.73998
NdGe,-0.8632
Ba4MnTl,0.99501
Rb2Al2B2O7,-2.80697
Ba3P6(N4O3)2,-1.69877
BiB,0.80918
AgWS4N,0.32465
NaBeSi2,0.40915
TbTmHg2,-0.38264
Fe3Sn,0.07063
ScBeOs,0.0228
NaOsO3,-1.37006
Mo6PbSe8,-0.519
Ta2MoOs,-0.4016
LiFePt2,-0.40178
Ta2O,0.33211
LaPt2,-1.12477
LiCd2Pt,-0.45094
Cr3Fe,0.10635
PaO3,-2.88481
BeMo2Br,0.32691
BeCoNi2,-0.10516
BaHgW2,1.56599
Sr(NiSb)2,-0.54145
NaSrO3,-1.13947
TbCuSe2,-1.27461
TaTi2Be,0.02523
SmYIn2,-0.5142
CaMnF6,-3.0961
SmAgPb,-0.45962
Tl2PtCl6,-0.83073
HgPS3,-0.15992
Ba2CoSe2(ClO3)2,-1.74175
Lu4Ge6Rh7,-0.9480299999999999
BaYIn,0.4196
ZnRhO3,-0.46746
Lu2CuRu,-0.49227
Ba4NbSn,0.73982
Ce(SiPd)2,-0.8388200000000001
ScAlAg2,-0.3516
Tl3Ru,0.66804
Fe3PH6PbSO4,-1.40086
RbPdO3,-0.5522100000000001
Be2NbV,0.02074
Lu2Mn2O7,-2.87975
TiReN3,-0.68262
Rb2Yb2O5,-1.69597
AgPb2Br5,-0.80507
YBe2Cu,0.34859
SrMnV2(AgO4)2,-2.07722
Nb(PS4)2,-0.44428
HfTe2,-0.84264
NbO2F,-2.74455
TlCdCl3,-1.12919
TlCuHSeO5,-0.7915300000000001
Ta3N5,-1.20506
AcGaTe2,-1.01512
Ag3PSe4,-0.06566
BeZnPb,0.47151
Sr(PrSe2)2,-2.05933
KYbSe2,-1.42467
SiH3I,-0.09822
Dy3CuSiS7,-1.66615
NaSm2IrO6,-2.44818
NiSb2,-0.1832
NaPr2RuO6,-2.54205
CaBe2Cu,0.36232
Lu2GaCu,-0.47187
Ba4SiRh,0.77232
Pt3Pb,-0.07748
Ba4TiPd,0.93532
Sr2ZnCd,-0.19608
ZnNiP2O7,-1.90175
