pretty_comp,magmom_oszicar
Ba4MgTa,3.7424
Ni2SbTe2,0.0
TlPd2Se3,0.0
Na2Te2O7,0.0
CrF5,3.2374
Na2TiF6,0.0
CaGaSiH,-0.0
Ho(CuSi)2,-0.0
RbGe,1.2239
Na6Sn2S7,-0.0
Be2NiRu,0.0
NdZnAu2,0.0
K2Cu(ClF)2,1.9901
Sm(MnGe)2,3.9817
Ba3SbAs,0.0
BeCu2Re,0.0
Eu(MnSb)2,6.4377
TiBe2Br,-0.0
TmB2Ru3,0.0
BaTiBr,3.0084
Mg2Ta2SnO8,0.0
BaBeGa2,-0.0
PmSnRh2,0.0
BaNa2Hg,-0.0
UTlO3,1.0
NbO,-0.0
CoPS3,-0.0
UO,2.0392
ZrV2,0.0
TmHfRu2,0.0
UPb,5.8066
Na2FeO4,3.9869
RbFe(SeO4)2,4.9998
TePbO3,-0.0
CrGaTe,4.5569999999999995
MnNbAs,-0.0
AsRuW2,0.0
Sc2S3,0.0
Ni2S,-0.0
BeZnSn4,0.0
In3Ge,-0.0
SnHgO3,-0.0
Er2Ti3Si4,-0.0
Ni2Mo,-0.0
Nb2CuRe,3.9998
AlFeCo2,4.9132
RbAlF4,-0.0
TiIr3,0.0
KZrSnF7,-0.0
Ba2ScCd,-0.0
CoSn2H2(OF)6,3.0
PrRh2,0.0
ZrCrFe,0.0
Mg(SnO2)2,-0.0
Na4Ti5O2,0.0
Ca(AlZn)2,0.0
V2OF4,8.0
Co2MoS4,0.0
AlRh,0.0
Hf6Zn6N,0.0
Rb2PrO3,1.9857
KAlF4,0.0
Be2VHg,0.0
BeBiSe,-0.0
LuTe,-0.0
MgTiIr2,-0.0
CoSiH2(OF)6,3.0
LuScPd2,-0.0
BeTlZn,-0.0
NaTl2Hg,0.0
SrLi2Tl,0.0
Li2HIO,-0.0
RbCrCl3,8.0
TmMgAu2,-0.0
CeFeSi,0.0011
TaO2F,-0.0
CaSi2WO6,0.0
RhF3,0.0
Ca3SnH2,0.0
Sm3Ir,-0.0
GaC3,0.0
V2ReOs,0.0
Ba2AlCu3O7,-0.0
Li4HfO4,-0.0
RbTmS2,0.0
V2ZnS5,0.0
Ba4As2O,0.0
NdPt2,0.0
Sr3(BO3)2,-0.0
Li2MgHg,0.0
Be2TlPd,-0.0
BaSc4Mn,0.0
IClOF,0.0
ZrScBe2,-0.0
ScTaO4,-0.0
YLuZn2,0.0
Tl3F,0.0
Te3WO2,0.0
K4Br2O,0.0
LiTiCl3,2.0
KFeTc2,0.0
ScOs4,-0.0
SrHIO,0.0
NaScTl2,3.2089
SrFeO3,3.3901
MgGa,-0.0
YMn2,0.7142
CaPt2,0.0
LiTl2InF6,-0.0
ErBi2BrO4,0.0
CeInAu2,0.6401
Na2BeW,0.0
Yb2AgPd,-0.0
Dy5BiAu2,-0.0
Hf5Sc,-0.0
Sm2CuRu,0.0
Ti5Si3C,0.0
Be2NbV,-0.0
BeFe4Pb,8.1871
CaTiBe,0.0
TiIr,0.0
Sm2PbS4,0.0
Li2CrAsCO7,6.0
SrPuO4,2.0
BeRu2Pb,0.0
CoPSe,0.0
Na2AgSb,0.0
ScCuS2,0.0
BePRh2,0.0
AsPtRh2,-0.0
Sc3AlC,0.0
NdTe2,0.0
TaTiBe2,-0.0
LiTm2In,0.0
YWN3,-0.0
Sr3AsP,-0.0
SmGeRu,0.0
FeN3ClO3,0.0
BeZn2In,0.0
CuS,0.0
Hf3(Cu2Si)2,0.0
Hf2Fe,-0.0
Sr(NiGe)2,0.0
NiRuBr2,-0.0
LuMg3,0.0
ReNCl4,-0.0
Ho2Ru2O7,1.3701
TaBe2Hg,0.0
Ba2YCr3O8,3.8754
SnH8(NCl3)2,0.0
CrGaCo2,3.0347
IrN2,0.0
VI3,4.0
BeGeTe,-0.0
Ba(MgGe)2,-0.0
ThAu2,0.0
KHoO2,-0.0
Sc2CdIn,0.0
AsCl5,0.0
VPO4,8.0
FeCuC5N6O,0.9999
LuUO3,3.0
NpAs,3.8244
Na3AlF6,0.0
Ba2Cu3P4,-0.0
TbMnSi,9.1747
USbTe,5.1739999999999995
P3Ir,0.0
Ba2HoRuO6,2.8745
K2NaCrF6,3.0
Sm2ZnHg,0.0
LiZn2Rh,0.0
Mg(HO)2,-0.0
BeGeS2,0.0
NaSbO3,-0.0
Hf2Ga3,-0.0
Tm(NiGe)2,-0.0
BaAg5,0.0
Ba4LiSi,0.0
NaBeHg,-0.0
Ti2InN,0.0
LiMg2Pd,-0.0
U2AuF,4.0428
Sm2NiIr,0.0
Hf(PS3)2,-0.0
AsPtSe,-0.0
KRb2NiF6,1.0
YC2,0.0
ZnAs,0.0
ErAg(PSe3)2,0.0
PmBiPd2,-0.0
CaNi2As,-0.0
ZnH2SeO5,-0.0
FeBW,0.0005
BeAlIr2,0.0
KBeCd2,-0.0
Ac2MgSn,0.0
TbPd2,-0.0
SrBiBrO2,-0.0
LiLu2Tc,-0.0
Lu2AgOs,-0.0
YbCd3,0.0
Ca(ZnAs)2,0.0
ZnPdF6,-0.0
Dy(SiIr)2,0.0
AgSb2F2,0.9971
VFeCoSb,2.9858
V3Cu,0.0
Sc2BeIn,0.0
BeBiMo2,0.0
La(FeP)2,0.0005
ThO2,0.0
Y4Cu2O7,-0.0
LiPt2,0.0
PmCdPd2,-0.0
LiMg2Rh,0.0
Be2ReP,0.0
ScAg4,0.0
BeGeMo2,-0.0
Ba(NiP2)2,-0.0
Zn(WN)2,-0.0
BaAl2O4,-0.0
Mg3Cu,-0.0
Mg(MnN)2,4.4223
Be2RuRh,0.0
UNi2,7.018
CrTe4Au,2.8717
TmIn,0.0
YMg2Sc,0.0
Rb3Ag,-0.0
NbC,-0.0
Tb(NiB3)2,-0.0
Ce2TeO2,1.9971
Li8SnO6,0.0
DySnAu,-0.0
BeGa2Br,0.0
Sr3Tm,0.0
NdSnPt,0.0
Li3HoSb2,0.0
Ba4BiCl,0.0
DyAlNi,0.0
Li2V3FeO8,0.6793
ZnSb,-0.0
Sc2AlCd,-0.0
NiAg3,0.0
SrAl2B2O7,0.0
CaB6,-0.0
Li7CoOF7,2.9959
Pa3P4,0.0
YOs2,-0.0
ZnCu2SnS4,0.0
Hf6CoBi2,0.0
Er(SiRh)2,0.0
SbPO5,0.0
Ba2ZnIn,0.0
LiMn2Fe3O8,2.8257
KAg3Se2,-0.0
Hf2MnRh,-0.0
LiAlGe,-0.0
MgWO4,0.0
Ga2FeS4,3.8313
Th(CoGe)2,0.0001
Sn2OF2,0.0
BeTcGe2,-0.0
SrBeCd2,0.0
MgSbF5,-0.0
Nb5N6,0.0
TmH2,0.0
K3Tm,0.0
CdRuO3,1.5719
Mg3ReH7,-0.0
BeTl2In,-0.0
Ca(BH4)2,-0.0
LaSF,0.0
UH3,5.5054
DyS,-0.0
Be2FeCl,-0.0
LiHo2Ir,-0.0
UGa3,2.2768
VCu3Se4,0.0
Ca4Bi2O,-0.0
YbCu,-0.0
Na2PtSe2,-0.0
Sr2UZnO6,-0.0
SrPdF4,-0.0
FePbO3,3.4405
TmBi,-0.0
Eu(PRh)2,-0.0
BaTlSb2,-0.0
Na2Hf2O5,-0.0
HfSnS3,-0.0
Ba3(CrS3)2,-0.0
BaCl2,0.0
Li5Nb2Cu3,0.0
TbInAu,-0.0
KBH4,0.0
PbSO3,0.0
WN2,-0.0
Li4VCr3O8,6.9639999999999995
NaSmS2,-0.0
Sc2O3,-0.0
KGeNO,0.0
CuAsS,0.0
YZn5,0.0
K2HgS2,-0.0
AlInCl4,-0.0
BeGa2Bi,-0.0
V2ZnO5,3.9997
Ho2In,0.0
Ba(SiNi)2,-0.0
Sc2BeBi,0.0
RbTmO3,2.0
LiInAg2,0.0
KMgP,-0.0
Tl(CuTe)2,0.0
Fe3W3N,4.3801
BaTlSb,0.0
HfGeSe,0.0
TaBeMo,0.0
AuClO,-0.0
SrMg5,0.0
MgBeSn,-0.0
Ba4HgSb,-0.0
CaI2,0.0
YbZnSn,-0.0
HBr,-0.0
CeCoC2,0.4414
KN,2.0
VAu4,2.0497
InSe,0.0
SrThBr6,0.0
U2SeN2,3.9641
MgMn2O3,9.9877
Na2CaBe,-0.0
CoMo,1.7278
Ac2NiIr,-0.0
Sm3Ge5,-0.0
HRh,-0.0
Ge2N2O,0.0
Be2CrTc,-0.0
KNaNdNbO5,0.0
TbCoC,0.0223
ZnSn2O5,0.0
NaHg2Bi,0.0
Li2CrO4,-0.0
Na2ScPCO7,0.0
SrB2,0.0
SmTaO4,0.0
YbCO3,-0.0
Rb3Y,1.3479
TmNbRu2,-0.0
Y2C3,-0.0
TmTe3,0.0
UGa3Ni,2.3553
Ba4TaPt,4.1483
ZnCu(SiO3)2,1.9996
NaBeCl2,0.0
Y3GaC,-0.0
PrSbPt,-0.0
Ac2CuIr,-0.0
CdP2(HO)4,-0.0
PuIrO3,0.733
BaMgSc,0.0
InFeRh2,0.0
Sm2Fe2Si2C,0.0
SmNbO4,-0.0
AsRu,-0.0
TiGaPd,0.0
MgZrBe,0.0
K6MgO4,-0.0
Na3Be,0.0
TiFe2Sb,1.0202
U(SiOs)2,1.6663
BeGa2Ru,-0.0
BeRePb,0.0
SrBe2Cl,0.0
Sc2BC2,0.0
YbInRh2,0.0
PrLuO3,0.0
YAl2,0.0
Ba4ZnFe,0.4946
YbInAu,-0.0
Y3AlC,-0.0
Ba3Ti3(BO)2,0.0
BaTiO3,0.0
Hf2BeSi2,0.0
TaBeGe2,0.0
KZn4Sb3O2,-0.0
Li3P,-0.0
Th(SiRu)2,-0.0
KZnP,0.0
Li4Mn3Co2(NiO2)3,7.0406
Na4SiO4,-0.0
SmH2ClO2,-0.0
BaSnPb2,-0.0
SrHf2Mo,-0.0
SmHgAu2,0.0
FeSi,0.0
Ta2BeCd,0.0
TbO2,0.9961
HoPO4,0.0
Te2AuCl,0.0
LiAl2FeO6,2.9936
CrNi3,2.2294
PrBO3,-0.0
Y2BeGa,-0.0
K2MnCl6,3.0
NaV2O4,5.96
RbSrCl3,-0.0
SmYIr2,-0.0
MnBeFe2,4.126
LuCuS2,0.0
W3O,0.0
KLi2As,-0.0
SrB6,0.0
YbAg2,0.0
CdAg2Au,0.0
TiPbO3,0.0
NaClO2,0.0
Rb4SnO3,-0.0
V3(As2O3)2,5.9988
Tl2PdSe2,-0.0
AgCO3,-0.0
Ba(NiP2)2,0.0
YbNdAg2,-0.0
Tc3H,0.0
Re2O7,-0.0
YPd,0.0
LiBeP,0.0
TbAl7Au3,-0.0
TaBe2P,0.0
AsRh2W,-0.0
Na6NiO4,4.0002
Cu2SnTe3,-0.0
Be2SnBr,0.0
CoN,0.0
ScVRu2,0.0
BaMgO2,-0.0
Al2Si2H4O9,-0.0
Sr2H5Rh,-0.0
Ba4HfPt,3.5325
Li(CN)2,0.0
La2Pt2O7,0.0
Nd2CdNi2,0.0
Mg2CoH5,-0.0
BaLi2La,0.0013
Mg3Ni,-0.0
TlSbSe2,0.0
ZnPd,-0.0
BaCaYb2,-0.0
BaSr3O4,0.0
NbPd2,0.0
Er(MnSi)2,3.4945
BeTlP4,0.0
V5Si3,-0.0
Na6MnSe4,10.0
Pr3(Al2Si3)2,0.0
CeAgAu2,0.0
InSiIr,0.0
Ba2TaBr,4.707
Sm2ZnAg,0.0
V5Ge3B,0.0
P4N6O,-0.0
PaZnRu2,-0.0
Yb2C3,-0.0
PbICl,-0.0
RuAu3,1.719
TlSbF6,0.0
ErCu,-0.0
BeRuPb2,0.0
BeInBi,0.0
KErS2,0.0
BaAlCrCuO5,2.7931
PuAs,5.0641
Ca(ZnGe)2,-0.0
NdBi2ClO4,-0.0
LiCoOF2,4.2579
Be2CuCl,0.0
NaBeV2,-0.0
Sr2ZnCu2(SO)2,-0.0
Y2In,0.0
Rb2PdCl4,-0.0
LiH2IO,0.0
SbH3OF6,0.0
Th2Cu,-0.0
LuCd2,0.0
Ho2MgIn,0.0
CeIr2,-0.0
DyYAg2,-0.0
LiNdSn,0.0
BaZrCu2,-0.0
NaHoS2,0.0
Sr4P2O,0.0
ScRh2Pb,-0.0
Nd2CuRu,0.0
ErAgGe,-0.0
BPO4,-0.0
PrSb,-0.0
CaCdGe,0.0
MgFeF4,8.0
Li2CuPd,0.8708
Li3Cr(CoO3)2,-0.0
Hf2BeTc,-0.0
CaBi3,-0.0
BaP2Ir,-0.0
Li2CoCuO4,1.2936
TbAu,-0.0
TaBeTe,-0.0
BeHg2Mo,-0.0
TmLuTl2,0.0
V3As,0.0
YbInCu4,-0.0
Ce2C(NO)2,0.0
MnBe2Te,2.3363
BeCrRu2,0.0
Rb2S,0.0
PrAl3Ni2,-0.0
Ho6ReO2,0.9978
Ti2AlV,1.56
UZnNi4,0.0001
ScAu4,0.0
Pa3As4,-0.0
BeV2Cr,0.0
Ca3(FeN2)2,1.9936
Tb2Mo2O7,7.9948
TbAl2Ni,0.0
Sr(ClO2)2,-0.0
Li2MgAg,-0.0
SmTe,0.0
CaBePt,0.0
MgGe2WO6,0.2791
BiF3,-0.0
CaNiN,-0.0
VGaFeCo,0.9515
YBeSb,0.0
KCl,0.0
Ba2SnCl,0.2463
LiVF3,5.9981
LiLaO2,0.0
S5N6,0.0
MgSc2Ru,0.0
NdTlTe2,0.0
Ba4ZrHg,3.9698
CrB2,1.0861
YB6,0.0
TlFeO2,7.8044
BeCdIn,0.0
Na4WO4,0.0
PrNiC2,-0.0
OsC3I2O3,0.0
NaInSe2,0.0
BeGa2Mo,0.0
Tb3AlC,-0.0
BeVRh4,0.0
SmTl3,-0.0
Be2FeSi,-0.0
Mg(InS2)2,-0.0
NdPS4,0.0
Be2TeIr,-0.0
Be2NbCr,0.0
Er3As,-0.0
SrBeIn4,0.0
Li2FeNiO4,3.2684
Sm2TlHg,0.0
SnAu3,-0.0
Rb2MgH4,-0.0
CuCl4,0.0
Ba4TaIn,3.5625
AsOs2Cl,-0.0
Ta5Si3,-0.0
Na8N3O,3.0
BaZrTe,3.9783
HfCo3B2,-0.0
YPdPb,0.0
Be2CuPt,0.0
Sc7Cl2,5.0423
Sm3Sb5O2,-0.0
Eu2PBr,0.0
SmCuO2,0.0
Be2MoOs,-0.0
HfBe2Hg,-0.0
CaMnSn,7.5164
CrGe,3.4295
KV(SO4)2,2.0
Tb3BWO9,0.0
Ca2NF,0.0
Be2IrW,-0.0
NaRe2As,0.0
HfBe2Ge,0.0
BeCo2Si,0.9193
TaN2,2.4726
Ba4NiSe,0.0
Tb3CuSnS7,0.0
EuSb2,-0.0
YSnO3,0.0
Ti2GaCo,1.9972
BeBi4Rh,0.0
YbTlSe2,-0.0
GaNiRh2,1.5593
Ca2MgTl,-0.0
NaLiTl2,0.0031
Li3SmBi2,0.0
KCSN,0.0
Rb2Cu(BrCl)2,1.4962
Ti2ReNi,0.0
Li7Fe(O2F)2,9.9811
Tm6ReO2,0.9976
InTc3,-0.0
SrCrO4,0.0
Sr2TaGaO6,0.0
HfVGe,0.0
K2InP2S7,0.0
K3Mo,5.0217
ReAsIr2,0.0
TiSnO3,-0.0
Tm2SO2,0.0
Mo(WSe3)2,0.0
UP,8.6739
Y2BeBr,-0.0
HoInPd2,0.0
NdP3,0.0
TlIO4,-0.0
Li7CuO4,0.0
CaBeIn2,-0.0
NaBe2Rh,0.0
LaBe2Pd,0.0
Li2UO4,-0.0
CuNi2Sn,0.0
LiNi2Sn,0.0
Ba4BiPd,0.0
Dy(BRh)4,-0.0
SmCu5,0.0
Ba4CoW,4.8611
TlCuPO4,2.8972
K2NaBP2,-0.0
TmPPt,-0.0
Sm3Hg,-0.0
BaWBr,4.9999
SF6,-0.0
LiBeW2,0.0
Li3MnF7,3.0
LiCuCO3,-0.0
CeB2Ir2C,0.0
NbCl3O,0.0
Rb2NpO4,1.0
Y(HO)3,-0.0
Tm2CoRu,-0.0
Co(PtO2)3,2.9691
BeP4Pt,-0.0
SmTmRu2,0.0
ErLu3,0.0
Yb3DySb3,-0.0
Ba4ZrPt,4.1894
BaCoO2,8.9987
Mn2BeGe,4.3212
AgBi2S3Cl,-0.0
YPO4,-0.0
CaBe2Sn,-0.0
Nb2P,-0.0
SnPO4F,-0.0
Y6UO2,0.0
Tb(MnGe)2,3.9404
CuH4(OF)2,0.9958
YCoC,0.2528
KYbS2,0.0
EuHgPb,-0.0
TiCo2Si,1.7656
Na3Rh,0.0
Ca5Si3,0.0
BeSnCl2,-0.0
LiTb(CuP)2,0.0
MgInCu4,-0.0
HoBiO3,-0.0
CsBeF3,0.0
BaV2Bi,-0.0
Ba4MgIr,0.0
TeMoS,-0.0
Sr2B4Rh5,0.0
DyNbRu2,-0.0
Ag3Sn,-0.0
Lu2GaTc,-0.0
Li5BO4,-0.0
CaCd2,-0.0
MgBeGa4,0.0
CaP,-0.0
BaAuCl,0.0
TlBSe3,0.0
Be3Tc,0.0
K3Mn2F7,10.0
CaBeFe2,0.0
DyCoSi2,0.0
KBeTc2,-0.0
HoSnRh2,-0.0
Be2FeIr,2.6693
Sc2ZnRu,-0.0
NaLiTe,-0.0
LiVP3H,2.0
Li3MnO4,2.0
BCl,-0.0
Na2CoP2O7,6.0
Er2CdS4,-0.0
Mo6PbSe8,0.0
Ca(AsO3)2,0.0
ZrBeCd,0.0
Sm3Ho,0.0
SmTmRh2,-0.0
Ho2InPd2,0.0
Cr5Si3,-0.0
Ba4YSb,2.1126
ErMoClO4,0.0
ErCoO3,-0.0
Ca2Pb,0.0
KHfPCO7,0.0
Ba2Hg,0.0
HfSb2,-0.0
SrTaBe,-0.0
NaLiO3,4.0
MgSc2Tl,0.0
Ca4Sb2O,0.0
CoSbS,0.0
Rb3Al,1.4942
LuTc2W,-0.0
TeMoSe,-0.0
ScInPd2,0.0
IrPb,0.0
MgBe2Ge,-0.0
S5N5Cl,-0.0
Rb3CO3F,0.0
InCu,0.0
K2PtCl6,0.0
Ti2Cd,0.0
LiNd2Os,-0.0
BaTlCl,0.0
NaZr2Be,0.0
MgBeGe,-0.0
KNO3,0.0
Ba4GaPt,-0.0
TiS2,-0.0
Y(VS2)2,10.0
YbAu,0.0
NiO,1.0221
PuB2Rh3,0.2856
YbTmHg2,0.0
As3Rh,-0.0
ThRu3C,0.0
TaGeRh,-0.0
BeNb2P,0.0
KAgCl3,0.0
Ca(CdAs)2,0.0
TmHfCo2,0.6369
Mg2BeNb,0.0
BaYPt2,0.0
Ba4TlZn,-0.0
Dy2O3,0.0001
HfBe2Pd,0.0
TaTiRu2,-0.0
NaMnF4,8.0
BaMgTi4O8,3.6766
YbSb2,0.0
CuPt,-0.0
Sr(PPd)2,-0.0
TiZn2IrO6,1.1259
Tb2MgGe2,-0.0
Li3VO4,0.0
SrCa(CO3)2,-0.0
Na2BeBr,-0.0
LiTaRu2,0.0
Ba3AsN,-0.0
TiNbS4,0.0
Ag2Hg7(P4Br3)2,0.0
KAgO2,0.0
HfZnIr2,0.0
MgNb2,0.0
In3Ga,-0.0
LuOs3,0.0
OsCl4O,-0.0
NbGaAs,1.1721
TiMnO3,9.9858
MoW3(SeS)4,0.0
ZrBeCd,-0.0
Zr2Ag,0.0
Nb2CS2,0.0
Ba2NaCu,0.0
ThMnSe3,9.8315
CaMoF6,2.0
CdInPd2,0.0
BeNbOs2,-0.0
YbBO3,1.9926
Ge3Rh5,-0.0
Sm2Mo2O7,7.9959
La2BeZn,-0.0
VCoSb,0.9937
Be2NbGe,0.0
LiMn2O4,8.6039
TbInPd2,-0.0
CaH2,0.0
MgBeSe,0.0
Ba4HfIr,2.8408
TaSnS2,-0.0
KHg2S(ClO)3,0.0
RbNdS2,0.0
NbInNi,-0.0
MgScHg2,-0.0
K3CaP2HO8,0.0
LiPrGe,0.0
YScAg2,-0.0
Li3AlF6,0.0
TbOF,-0.0
CS2,0.0
Lu3Al,0.0
BaNd2CuO5,1.9925
Li2InIr,0.0
Dy(CoGe)2,0.0
Mn3PtN,0.0
Tb2TeO2,0.0
BaZnIr2,-0.0
Yb2Ge,-0.0
HfAl3,-0.0
Ag2SnO3,-0.0
Sc2BeV,3.067
MnGaFe2,6.3995
Tl3Zn,0.0
Nb5Ga3,-0.0
Nd2(Zn2Ge)3,0.0
Bi2TeO6,0.0
Cd2SiO4,0.0
GaAsO4,0.0
UTl3,2.7612
Yb(ZnAs)2,0.0
Er2C3,-0.0
EuIO,-0.0
VSiPt,0.9965
LiPrTl2,-0.0
CaSbPd2,-0.0
ScB4Ir3,0.0
Be(CN)2,-0.0
Rb3Ac,-0.0
MnBeW,1.3692
BeTe,0.0
LiNbIr2,0.0
ZnSO4,-0.0
Tm(SiRh)2,-0.0
YbPd3,0.0
NdIr2,0.0
Hg2GeSe4,0.0
AcFeO3,3.1737
GaSi(MoS2)4,0.0
TaBeSb,0.0
CeHSe,1.9687
BeOsRu2,-0.0
Ba3In2O6,-0.0
TiV4CoO2,0.0001
KI(OF)2,0.0
SmPuO3,4.7704
Er5Ge3,-0.0
MnBe2In,1.2816
Li3Ni3OF7,5.9997
LiAl2Ir,0.0
BeTl2Se,0.0
BeBiOs2,0.0
TmAlO3,0.0
SrPSe3,-0.0
Ti4ZnO9,0.0
NdMnSi2,3.7132
Li2SnTeO6,0.0
Na3AsS3,-0.0
BeTe2Pt,-0.0
Ta2Se,0.0
LiRu2W,-0.0
Ba4TiRh,4.1604
SrLi2Ta2O7,0.0
MgFeO3,4.0
Tl6TeO6,0.0
NaZr2SN2Cl,-0.0
P2S7,0.0
Rb2O,0.0
LaBe2Co,0.4064
NdMg2Ag,-0.0
AlCrFe2,0.9336
ScS,-0.0
BeNbSn2,0.0
Ho5Ga3,0.0
Li6UO6,0.0
BeGe2W,0.0
DyTmO3,-0.0
K2Hg7,0.0
Na4BeSn,0.0
HfGaRu2,0.0
ZrMo2,-0.0
CuCl,-0.0
UIn3,2.6785
TiClO,0.0
Co6O7F5,9.7051
NaSr2Cd,0.0
LiScPd2,0.0
CdIrRu,0.0
Cu2S,0.0
DyHO2,0.0
Lu2RuRh,-0.0
Na2TbPCO7,0.0
ZrScBe,-0.0
Y(NiGe)2,-0.0
KAuSe,0.0
BaTbO3,0.4106
LiCd,0.0
Rb2Hf2O5,0.0
BeVSi4,0.0
Ba4HfTi,0.0021
Ba3ErRu2O9,5.7433
BaAuO2,0.0
ErSiRh,0.0
As3H5,-0.0
Hg2IO,-0.0
Li3Y(NiO3)2,1.9976
BaGaBi,-0.0
Ti5Te4,-0.0
Tl(IO3)3,-0.0
PrO,-0.0
HoBi2ClO4,-0.0
TaBe2In,-0.0
HfRu3,0.0
NaMnSe2,4.0002
Zn(MoO2)4,0.0
NaCaHg2,-0.0
Pr3Sb5O2,-0.0
Li3CuP2O7,0.0
TbAgSe2,-0.0
KBrF4,0.0
Sm4Br6O,-0.0
CuBr,-0.0
Be2CuGe,0.0
Mg3Re,0.5104
InFeAs,2.7173
Sc2AgHg,-0.0
BaAlGe,0.0
RhN,-0.0
Fe2Si,4.1756
NbSnRh,0.0
BaSrMn,3.682
TbTlPd,0.0
NaNiBO3,4.0
Sc2AlAu,-0.0
Ta2BeCo,0.0
TeMoWS3,0.0003
Tm2O3,0.0
TiFeO3,8.0012
NiSnH2(OF)6,2.0
VP2(HO)6,2.0
LiV(PO4)2,0.0
HoCuAs2,-0.0
Ce4DyO9,0.9527
TbNiGe2,0.0
Rb2Li2SiO4,0.0
SmGe,0.0
Sr4Bi3,0.0
WOF4,-0.0
ZrBr2,1.7542
LiYb2InGe2,0.0
MgAsAu,-0.0
Li2MgSiO4,-0.0
Tl2SO4,0.0
ReMo2As,0.0
Ca(MnN)2,0.0
ScBe2Cd,0.0
NdS,0.0
SiSnO3,0.0
SmB2Rh3,-0.0
CaWO3,0.0
Nb2WSe6,-0.0
Dy3Y,-0.0
K3As,0.0
BeBi2P,0.0
Be2FePb,1.4246
Li2HN,-0.0
HfS2,0.0
Be2CdOs,-0.0
VS2,1.9966
Mg2PtRh,-0.0
HoAsO4,-0.0
SmPO4,0.0
Rb(SbSe2)2,0.0
MnBeTe2,4.5680000000000005
NbCo2Sn,1.6088
K2SnBr6,0.0
ScOs3,0.0
K2CuP,0.0
Li4Co(PO4)2,3.0
PH6NO2,-0.0
DyTmMg2,0.0
Cu3Sn,0.0
TbSi2Ni,-0.0
Zr2CuSb3,-0.0
P4Ru,-0.0
K2O,0.0
NaVSiO4,4.0
LiMg2Al,0.0
AlAsO4,0.0
SrCN2,0.0
BaLiH3,0.0
Pr3Co,0.0
BaY2NiO5,1.2522
Cd(GaO2)2,0.0
Sc3TlC,0.0
Er(SiIr)2,0.0
Ba2YTlSn2O7,0.0
U2TeO2,5.985
Li5Cr2Co3,6.5171
Ba4MnTc,6.1458
Lu2AgHg,0.0
Lu2TlAg,-0.0
BaBiClO2,0.0
Be2VFe,2.0464
Be2CoIr,-0.0
Tb3InC,0.0
Cr(FeSe2)2,2.2732
BaMnSb,5.0477
Li9(CoO4)2,8.9996
YbSnPd2,0.0
Ba4ScSi,2.123
TlHg3,-0.0
HfAs2,0.0
ErSb,-0.0
BeSiTc,0.0
BeCrRe2,-0.0
BeTcHg,-0.0
PrSmZn2,0.0
Ti2MnIn,0.0
USiO4,4.0
BeSi2Os,0.0
Pr2PbSe4,0.0
Cd2Hg,-0.0
Al2Si4O,0.0
NdCu,0.0
KNbSe2,0.0
BaInSn,-0.0
Ba4HgOs,-0.0
CeIr5,-0.0
ErCdAg2,-0.0
Be2ZnSb,-0.0
Ba2SbTe,0.0
Be2CoRu,0.0
Dy2Tl,0.0
ErFeC2,0.865
Zr2BeGe,0.0
Be2SbMo,-0.0
ErNi4Au,-0.0
Fe(IO3)3,2.0
TiAlCu2,-0.0
MgCdAu2,0.0
AsOs2Pt,0.0
ErCu4Au,-0.0
ScBPd3,0.0
Mg2BeFe,1.6446
Pr2Br5,1.7723
SnPd3C,-0.0
LuAgPb,-0.0
Y(SnO2)2,0.0
Ni(Te2O)2,1.915
BaYSb2,0.0
KTl3,0.0
ZrAsRh,0.0
BeSiNi,0.0
PrFePO,-0.0
MgO,0.0
BeNbV,-0.0
ThAl3,0.0
Ca4SmB3,0.0
ThBi,0.0
FeNiGe,2.8592
Zn(PO3)2,-0.0
PaRh3,0.0
LaC,0.4467
Mn3PdN,0.0
BaSrNb,3.4516
NbPO5,-0.0
BeFeRe,-0.0
Ho2Ga8Co,0.0
NdGa,0.0
Al2TcIr,-0.0
Ca7Ge,0.0
ZrCd,-0.0
NaHoTl2,-0.0
BePdPb4,-0.0
ScTl2W,0.0
BaBPO5,0.0
BaHI,0.0
Ba3BAsO3,0.0
Li2Ti3NiO8,2.0
ErP,-0.0
Ba4TaZn,3.7983
BeZnSb4,0.0
PrFeSi,-0.0
ScBeW2,-0.0
Mg2As,-0.0
CaRe2Si,0.0
TbAgTe2,0.0
Be2ZnRh,0.0
AlAs,-0.0
Y2Si4Mo3,0.0
TbYbRh2,-0.0
Ba4NaAuO8,0.0
HoGaNi,-0.0
KLaO2,0.0
RbAuBr3,0.0
BeCuPd2,-0.0
YPd2,0.0
CaTiF5,2.0
PrAlPt,-0.0
ThPd,-0.0
DyPt3,-0.0
LiTiIr2,0.0
KAuS,0.0
Ba2InHg,0.0
CaMgSiO4,0.0
NaMnBe,0.0
Ba2S3,-0.0
ThRh,0.0
YbNiH3,0.0
Na2GeF6,0.0
HfCl4,0.0
UAl3Pd2,2.2467
Re2AsPd,-0.0
K4CO4,0.0
Nd2PbSe4,-0.0
TiFeO4,2.8939
Y2TlAg,-0.0
K3Re,3.5887
CoAs,-0.0
NaLiTe,0.0
Zn(BH4)2,-0.0
Ca4TaBe,4.4574
Te2Au,-0.0
Sc2Co3Si,0.0
BaSc2Be,0.0
PrAs,0.0
UBr4,4.0
BaYTl,-0.0
Sc2RuPt,0.0
NaBeGe4,-0.0
