pretty_comp,encut
Cr3InO8,1200
Be2SeBr,1000
MgMnO3,1100
NaAu(SO4)2,1850
BaV2O6,1250
LiMnVO4,1300
KGeBr3,500
Dy2Cr2C3,900
Ho2CdS4,750
ZrFeTe,500
LiYb2InGe2,750
NaAlBP2H3,1850
AlBN2,900
BeTlSi2,650
Y3TlC,750
Zr3InF5,1300
Zr2BeGa,1000
Nb3Pb,850
TbSbPd,500
Rb2ZnO2,1200
Li3Co3OF7,1250
Ca(FeP)2,750
YScO3,1150
CaIn4Pd,650
Er6I7,500
TiAlNi2,600
RbPbF3,600
LiBC,1150
ScFe2,800
LaP,1500
Na2Bi5AuO,1250
CuAgS,850
USi2,550
Mg2AlB2Ir5,650
Li5B4,1250
Sr2Ge,700
LuBi,500
Li2PrAl,750
Li3AsO4,1300
Yb3In,500
Ca2TlPb,500
BaZnP2,650
La(BC)2,1100
Ca2CdAg,550
Nd3NbO7,1250
TiBeBi,650
SrSm2O4,1150
Ce2Dy2O7,900
CrI2,500
Nd2CuIr,600
Ba2Sc2O5,1150
Sr3Yb,500
LiTaGeO5,1250
CoAs4F8,1300
Li2PrIn,750
ZrBiRh,600
Mn2BePt,600
Na4Br2O,800
YAgO2,800
SbBrO,800
MgBeGa4,650
Dy2Re2Si2C,800
Dy3Se4,550
Li2Ti3SbO8,1300
BeCoBi2,650
Dy2TlCd,500
NdSmZn2,650
ErAl2,500
DySCl,800
YbSbAu,550
OsC3I2O3,1100
Tl3VSe4,500
ZnCu3H6(ClO3)2,1200
VTe2,500
KNaSmNbO5,1250
ScSbPt,500
Th3Ge2,500
Al2NiCl8,850
Pr2SO2,800
RbAsF6,1150
AgSnRh2,600
Na3Nd5Cl8,850
ErBiO3,1150
LiTiBe,750
Co3(O2F)2,1250
In2GaBiS6,650
ZrMnP,650
Li2CoCuO4,1200
HfBiO4,1250
LuMgAu2,650
Yb(BiTe2)2,500
CuHgPd2,850
Ga4GeO8,1200
NbCo,500
BeNb4Ru,1000
Be2GaIr,1000
NbZn3,650
Li7VO5F,1350
YNiBi,600
Si(CN2)2,1150
Cu2SO5,1100
Ba2H6Os,700
Ba2CdBr,500
BeVFe2,600
Mg2As,1050
ErCuPb,650
K2SiP2,500
ScBeCl2,900
TmBPd3,500
LiPr2Os,500
Ta2BAs,500
Pr2(Zn2Ge)3,750
Ce2SbO2,1300
UPS,600
ScAlAg2,550
NbCr2,750
KBeSi,650
Li4Mn3Co2(NiO2)3,1250
Cr5Si3,1150
KTa(CuSe2)2,950
PaC,800
SiP,950
YSb2,500
Lu2ZnCu,600
YbMgCu4,600
HfGaPt,1050
YbBe3,1550
LiCrIr2,800
Zr2SbP,550
Ba4ZrBi,500
BaCdSb,500
CeErMg2,850
AgBrO2,800
CuBSe2,850
Ba2YTi2TlO7,1200
K2NaAg3(CN)6,1150
Sm3Mg,650
Be2ZnCr,1050
Co6O7F5,1250
NiCl,600
RbFe(MoO4)2,1200
Na6Sn2S7,800
BeNb4Pd,1000
BrN,800
LuInRh,650
PBr,500
MnAu4,550
LaCo5,1100
NdAu,550
YBe2Ga,1000
MgZrO3,1100
Na2BeGe,600
Ba4ZrMo,500
SrTcO3,800
MgInIr2,650
BaScSb,500
BPd2,850
CaSbO3,1250
NpMn2,800
Sc2CuTc,700
Sr(AuO2)2,1200
NdMg3,750
Fe3Se4,750
Nb3FeS6,650
ZnIrO3,850
BaMg2Mn,650
H3NO,1250
BeGa2Cl,650
NaBeMo4,950
SrLi(BS2)3,1250
ThNCl,850
Sr(AlTe2)2,500
BaMgOs2,550
RbMgF3,1250
HfSnS3,850
ZrBeZn,950
LiAgF3,1300
Ba2Mn3AlO8,1200
Te9Mo8S7,650
Rb2NaVF6,750
Yb(CuSi)2,650
ErGeIr,700
Pr3Si2S8Br,750
VBiO4,1150
BeAlB,650
NaCaBe2,1000
Mg3Cr,750
Ba4MoP,600
PrScGe,500
Li3CrS4,800
Ba4ZrIn,600
SmB6,950
PmTlAu2,550
Tl2Ni3S2,600
Ca(Al2Cu)4,950
ScSiPt2,850
CdPd2Pt,850
Cd(AuF4)2,1200
Yb2GaHg,500
Er(MnGe)2,700
CrAsO4,1250
LiTbTl2,800
Sm2TlAg,500
ScGaRh2,500
RbTmS2,600
YTa3O9,1300
Te2AuI,550
B3Ru7,1350
TiHgO3,1200
YBeTl,950
SiS2,600
NaCuO2,850
TbRh2,650
Zn2BiWO6,1200
NdPS4,750
TbMg3,1000
LiMgZn2,800
BeGaRe2,650
Lu3Sn,500
TaBeCd,700
PbO,800
Li3UO4,1200
Sr3Fe2O5,1100
HoMnO3,1250
DyZnRh2,500
HoTh3,550
Ba4InGa,650
Fe3PtN,850
MnInCu2,850
MgO6,1300
PrBiO3,800
Ba4CoSb,600
Li2HgPb,800
U(OF)2,800
Tl2TeI6,550
Rb2VAgSe4,500
Na2BePt,650
Mg2CoH5,600
BeNi4Ru,1550
CaInRh2,550
Li2Cr(PO4)2,1250
MgBeTl2,700
NpRh3,600
BaTbO3,800
Sc2TiO5,1250
NpAu3,500
SbAsO3,1300
ScSnRu2,500
In2Si2O7,1300
Ca3AsBr3,500
YFeO3,850
DyAl3,500
NbPbS2,600
K3BePCO7,1300
CePmZn2,1250
ZrTe3,600
VGeRu2,500
BaBe2Ge,1000
YTiF5,750
BeCrIn2,650
TiNiO6,850
RuCl(OF3)2,750
CuSn,600
LiZrO2,1200
Ni2P2O7,1250
Rh3F,950
BeVRh4,1100
RbPr3,500
Sc3In,500
MnBe2Os,1050
PbSO3,1200
MnSbRh,500
Lu5(TeAu)2,550
MgZnNi2,650
NaCrSe2,500
DyCoO3,1250
BeNbSi2,700
SmCuSeO,950
K3Pd,550
Ce2In8Co,1350
Na2ZrO3,1250
Be2PdRh,1050
CoH2(BrO3)2,1250
ZrCuSiP,600
LiYTl2,800
BeV2Hg,1050
Th2Fe2Si2C,850
Ta2NiS5,650
Nb3AlC2,900
NbIO2,1200
ThIn3,600
KBa4Sb3O,1200
Tb(Ni2P)2,700
Cr2CuTe4,900
MgFeSiO5,1250
Ho5Si3,550
ScBe2Si,1000
K2NaTlO3,1250
CaAl2O4,1300
Ba4NbTc,550
NaAl(MoO4)2,1300
Li4V3Fe5O6,1250
Fe4N,900
Dy(FeB)2,700
NiHg,600
DyCuSi,650
Be2TcSn,1050
CrGaTe,500
PrSb2Pd,800
BeBiBr2,650
PaCo3,550
Yb3GaC,750
V2HO4,850
Li3DySb2,1200
Be2Fe,1100
TmMg3,1050
KBaSe2,550
LiNd2Os,500
Pr(Re2Si)2,700
KTiBe2,1050
KAu5,600
SmInRh2,500
Ti2BeSn,650
Sm3S4,750
Nd3NbO7,1300
Sr2SmTa(CuO4)2,1200
NaC,900
Mg3P2(HO)6,1300
In5CuS8,600
Rb4PbBr6,700
ReH4NO4,1200
BeTl2Rh,1000
Ba4ScIr,600
Hf2InMo,500
Na3PaF8,750
HfGa4Co,700
HfTaTc2,1050
Ba4MgCd,600
CeNi2,1850
Li3MnO4,500
RePbClO4,1100
NdGd2,700
ZrCo2,500
MnSn,700
InRh,500
LiCaN,1250
Si3Os,500
CaTi2O4,1200
U2Co3Si5,950
Ti3Sn,600
V2CoO6,1200
Ca2InN,850
BeReMo,650
CeYIn2,1250
CeAs2Pd3,1100
Li2Cr5(SiO)4,1250
Ca(NiO2)4,1500
BeFeW2,650
Ba3NiSb2O9,1250
Si3N2,1250
Hf(VH2)2,700
Ce(PRu2)2,1250
Mn2As,700
YB2,600
TiAu,500
Mn2Cd3O5,800
Li5Ti2Co3,1300
LiBeH3,900
LiBe2Os,1000
HoAgSe2,850
ThNb4O2,1250
Ca2MgSi2O7,1250
NaNbO2,800
NaScTl2,500
Sm5Sb3,500
Ba2Zn,600
MnCoSe,600
Ca(GaS2)2,800
BeGa4Pt,600
Re2AsPt,550
MnTe2,700
HfBePb2,1000
Ba4ReSn,650
Ca3BiSb,500
LuHCl,650
Ge3Sb2O9,1300
MgMn2Be,650
Y2CdPd,800
Hf3(Cu2Si)2,950
KTbS2,600
HfAsPd,500
ScBe2Re,1050
Na2Sn2O3,1200
Er2CuO4,1200
YbNbO4,1200
Ba4HfBr,550
MgBi,600
PbF2,750
BaMgGe,600
TiInPd2,500
CaBeCd,1000
CdSnSb2,500
LiTl2InF6,850
TiAsRh,500
Li2AgSb,800
MoPO5,1250
NdTmMg2,700
Na4BeZn,750
Lu2GaCu,600
KPuO3,1050
PrB2Rh2C,800
NdSnPt,1000
TbCuSe2,950
Zr3O,700
Zr6Al6Rh7,1200
Ac2NiGe,600
BaMn4O8,1150
BaSr2Te,500
K2FeNi(CN)6,1150
KZrBe,950
Ba4FePd,650
LiDyIn2,750
Na3CdPCO7,1300
RbNa7(CoO3)2,1150
DyZnPO,800
KHSeO3,1200
NdTlAg2,550
Nd3Si2ClO8,1300
LiMg2Rh,750
LiMg2Ag,1050
YbBiAu,500
BaTiF6,750
LiZr2Os,600
BSe2Cl,600
HoAlAg2,500
Th2CrN3,900
LiBe2Ge,950
BeCo2Os,650
BaNd2FeS5,650
CaCd2,650
LaVO3,1550
SmNiGe2,750
Na2PHO3,1300
Sc2Si2O7,1200
LiNdGe,800
Ti3In3Rh2,600
Na6S2O9,1300
ZrBe2Cd,1050
HfTeSe4,500
Li2P2WO8,1350
Ta(NiTe)2,700
BCl2,850
DyB2Rh2C,800
K2SiAs2,500
UCuPO,950
Y6FeSb2,500
H4OF2,1250
VMo2As,500
PrNdTl2,550
Ba(MnAs)2,700
Na2HgSb,500
Zn2GeS4,700
BaNd2PdO5,1250
NaNdTl2,500
Na6BeO4,850
Bi2B2O7,1250
RbMnBi,650
MnNiGe,600
TiAlAu2,550
MoPb3Cl2O5,1200
TaAs,500
Mn5NiO2,1200
V2H,700
ScPt,500
YBe2Co,1000
Nb2CrOs,500
TiVTc2,1050
KTcO3,800
Zn2AgAu,500
Ba4LiNb,750
Ca2FeP2(H4O)2,1300
TcC,750
ZrCr2,500
Ba3Fe2Cl2O5,1250
MoC,800
CrGaCo2,550
Si2Ru,500
Pr2ZnRu,500
Ca2PAu,500
B5Mo2,700
TaBe2Os,1000
YCdGa,500
Co2B2O5,1300
Tl2Ge2S5,750
NdHO2,1100
GaAsO4,1250
Sn2OF5,750
Be2PdBr,1000
Be2FeSe,650
Sc2OsPt,500
Ca2MgGa,650
EuCu,600
HfMg,650
TbAl4Ni,650
Sm3Np,650
Be2VCr,1050
HfSiTe,500
Pr3Y,750
K2PbO3,1200
Ba4TiPd,600
TiSiPd,500
BaMnSe4,600
ZrBe2Sn,1000
PbCO3,1350
BeAlIr2,950
LiCu(PO3)2,1250
PrCuO2,850
Mg2CrSbO6,1250
KCO2,1300
TlGaTe2,500
Li3V3CoO8,1250
Ho(CuSi)2,650
Ho3GaC,500
RbTa(GeO3)3,1250
Sr3ZnRhO6,1250
Ce(SiIr)2,1300
Ba4MnNi,550
Ho2AlOs,550
ZrCdCu2,600
ZrBe2V,1050
KRuF6,850
BeP2Br,700
BaYI5,600
CdCo3N,850
PuNi2,800
LiV2O2,1250
Nd2UTe4,500
SrGaSn,750
Zr6CI2,700
Rb3BS3,650
KBeSi2,650
Pm2AgIr,500
Ni2P,750
Hg2TeO3,1150
HfBeRh2,1000
Mg2Cu3Si,1000
Rb2SnBr6,650
Mg(ScSe2)2,650
Ba4Al5,800
AcInTe2,550
Pr2CdPb,550
BeHgBr,700
CeZnGa,1350
PaO2,800
UH3,700
Mn5As4,1150
U2Cl5O2,700
Ba2Re6S,800
PrBiPd2,500
RbYbO3,750
Er(CrSi)2,550
CeTlZn,1100
Ti2MnSi,650
Tb3TaO7,1250
CrCuSe2,600
K3PS4,700
BeCdFe2,600
Ca3Mg,600
RbSO4F,1250
LiCdAg2,800
ScBe5,1100
BeGa2W,650
BeRePb,650
Sr(CeS2)2,1400
BeCoRu,700
TlIO4,1200
HfS2,600
LiTaO3,1250
Co2(GeSe)3,900
Ta4FeP,750
Pr3Ga,500
Be2CdSe,1000
HfSi,500
BaCa3O4,800
AlAgS2,600
ErRu2,1100
LaPt3C,1100
ZrGe2,500
MoSeS,650
CaBePb,700
Sc3TlC,800
ZrCuSi,650
MnBeP,600
Ba4SrMn,600
BH4O2F3,1300
Zn2Cr2O5,1200
CoBiO3,850
MgBe2Mo,1000
HoCuO2,900
VTe,500
K4CaU3O2,1250
Te2Mo2WSe4,500
CrCdTe2,500
La2BeOs,1950
Rb3TlO3,850
ZrFeSb,550
BeZnIn4,650
LiTm2Au,500
Na4Ti5O2,1250
MgWF6,750
Mn4OF6,1200
AlCuS2,550
Ba2MgH6,650
Ba4YPt,550
Sc2TcPt,1000
Ca2NCl,800
Rb(TeMo)3,500
LiNi2P3,1250
Dy4CdRh,650
Al(CoS2)2,650
BeCo2Hg,700
CaMgBe2,1000
YS2,600
Na5NiSO2,800
Pr(Al2Fe)4,750
BaMoOs2,600
CdSe,550
Ba2MgIn,650
NbGa3,600
NbGe2,700
PuBe3,1550
LiTi2Ir,750
LiFe2F6,1250
TlAgF3,600
KLi2Be,800
NiAsPb,600
HgAsO3,1200
LiYb2Ga,500
YbTlS2,550
Hf23Se25,950
LuZnPd2,500
Ba4WCl,600
EuHgPb,550
CdTe,550
OF3,1100
Li3Au,1200
Li4MnNi3(P2O3)2,1250
MgAs4,650
Hf2MoRh,500
K3SiTe3,550
YbErPd2,500
Ca2Bi2O5,1200
SmTaO4,1200
NaSmHg2,500
BeCo2Se,650
LiAlB4,1350
CaGe2O5,1250
Ba2CdReO6,1150
NbCl3O,750
CaFeF6,850
V2P4S3,650
Li4MoO5,650
Na2Cd(SO4)2,1350
Ho2CuRh,600
Ba2Cd(B3O)2,1350
K2Ge2Pb2O7,1200
Sc2TcHg,1050
NbRu2Cl,550
BeFe4Ge,750
MnZn3,700
Rb3Cr,500
MnBe2Os,1050
NdAgAs2,650
Ba4CdGe,600
BePd2W,950
LuUO3,1100
Be2GaPb,1000
YBiPd2,500
U3MnSb5,650
VS2N3Cl2,1100
PrCuSO,950
Ho2Ru2O7,1250
Sr4MgCo2(SO3)2,1200
Ba2Nd2Co4O,1300
NaTlO,800
NdAl3,550
Ca2BeFe,650
SmSb,500
MnSiRh2,550
LaTiO3,750
MnCdO3,800
Sm2(Zn2Ge)3,750
UGa5Ir,700
HfNiGe,600
Cr2O5,1200
Ba4ReSi,650
BaTa2Be,700
AlV4C3,1050
LiMn2Cr2O8,1200
YbCo3B2,700
PrGe2,700
Cr3SbO8,1250
LiBeP,850
Na2MnO3,1250
BeNbTl,950
HoCoC,900
Li2BeW,750
FeAg2SnS4,650
BaCuP,900
BePd3,1100
AsRuPt2,850
LiGaNi2,600
Rb2TlGaF6,750
BeCu2Mo,650
Pb4SeBr6,650
Co5O8,1250
DyIn,500
SmAlGe,500
Li3V2O6,1250
Sr4MgFe2(SO3)2,1200
BeCdSn2,650
Ca2CuSbO6,1250
CuO2F,1150
Co3Pt,500
Ta4Ni2C,2000
Tm2CuAu,650
BaVTe2,500
CaMn4O8,800
MgCN2,1050
Be2ReCl,1000
KBaTc,700
Ho(SiRu)2,500
CuNi3O4,800
BeGaBr2,650
MnNi2Sn,600
AgCO3,1250
Pt3PbC,750
KLiMnS2,750
Cr3N4,900
Li3Tl,1200
Na2TbPCO7,1300
RbScO2,800
ScAlCo2,500
Ga(MoSe2)4,650
Hg3(SeCl)2,900
Ba2ScSbO6,1100
CdCN2,900
ZnSb2(XeF4)6,1300
Ba(ZnP)2,700
TbAg3,500
CaCu3(Ru2O)2,1450
Ba4TiRe,650
Pm2CuRu,600
Er(SiOs)2,600
BaCd,500
HoSi2Rh3,650
MnAlGe,700
H6PbCNCl3,900
MgCrF6,750
TbAlCu2,650
BaO2,700
TaNO,1200
TaBeBi,700
Li4Ni(BO3)2,1300
LiSn4Ru,750
V2Zn3(SiO)4,1300
YIn3,600
PrTlCd,600
Ba2YTlCr2O7,1200
Na2HgBi,500
Li3Cu2F8,1450
BeCo4Ru,650
V3AsC,1050
K2VAgS4,650
YScAg2,550
URh3,650
Mn2CoSn,650
TmLuIn2,550
H(CO)2,1250
TmMgAu2,650
BePCl2,900
TmTlO2,800
ZnTcMo,800
SrH4O3,1200
MnBeNi2,1000
YLuIn2,550
Sr2AuN,850
TlCoW,500
Sr2H6Ru,700
ZnPS3,650
Li3Fe2(SiO4)2,1250
GeRh,1050
TmCd2,550
Be2SiRu,1000
NdCoGe3,700
Re3Si,750
HoCo2,550
LiCrSiO4,1300
TiBe2Cl,1000
BaVHg,500
Li2Cr3SbO8,1300
MnAsRh,500
NaSrNb2,500
SmTmTl2,500
Te2Pt,500
VGe3,750
BeCuP,650
BaNb2O6,1250
LuAgSn,550
Tl6S,500
ZrGa,550
Ba2UNiO6,1200
TaBeCr,1000
Be2CuPt2,1050
KRb2RhF6,1100
TmBr3,650
TiMn2,1300
Rb2SiS3,650
WBr4O,750
Ba4HgIr,600
BaGaSiH,650
Ca(PrTe2)2,500
Sm2AgSn,500
Mn5CoO2,1200
Sm2Pt2O7,1250
YB2,1050
Be2InBr,1000
Tm2CdIn,500
PrS2,600
FeB2,700
CeP3H8O7,1200
VCuRh2,650
Sm3Hf,500
YbB2Ir3,650
CrGaP2,600
Sm3Zn,500
Ti5Sb3,850
YbInAu2,500
KBePO4,1300
ErNbO4,1200
ErNp3,800
Be2GaCl,1000
TmC2,900
MoS2,600
ZrBeTe4,900
Ba5As3,1000
Rb2PtF6,850
Fe6O5F7,1200
CaHg2,550
SmAg3,950
ZnCo(SiO3)2,1250
BeSiRh,700
Nd(HO)3,1150
BeZnW,650
Be2CrTc,1050
UAsP,550
TaTiBe,700
MgFe4O9,1250
MgNiF5,1200
Ca2Si3Ag,500
SnPSe3,750
LiV3Zn2O8,1200
Na3BeAl(SiO4)2,1300
NdCuO2,850
Ta5Si3,700
BeFeBi,650
FeHO2,1100
Be2TlPb,1050
Rb3Ca,500
ZrB2,650
BaMg(BiO2)4,1200
Na2ZrSe3,750
K3P,550
BeIr2Se,950
MgScCd2,650
BeGe2Pb,600
BaV2Bi,600
Co2OF3,1300
Rb2Ni3Se4,800
Hf(VGa2)2,650
H4CSN2,1200
Li4Mn3Cr3O2,1250
LuSF,700
Be2CrNi,1050
HoIr,500
Mn4ZnO9,1250
ErSnPd2,500
PmMgRh2,650
Ba4GeRh,600
NaTi5Se8,750
Cu2As,950
Th(GePd)2,500
Li2PrAs2,800
Sr6(RhO)5,1250
PrS3,600
SmTe,500
HoTe3,500
KF2,800
HgPSe3,500
LiFeOF,600
Mo2WSe6,550
Lu3Ni7B2,700
SmIn2Rh,550
MnBe2Zn,1050
Be2OsCl,1000
SmCrO3,850
Ag3Pt,850
SrHf2Mo,500
Sm(ErSe2)3,550
FePd3,850
TaSiRh,1000
CaDyHg2,550
TiBeGe2,600
Li4H6Ru,1250
NaSrP,700
Ti2ReNi,600
YbNdZn2,600
Sr2AgSb,500
Ba4TiMn,700
MgInAg2,600
BeCrHg2,1050
Ho2CuTc,750
HoSeO3F,1300
BaYMg,650
UPbO4,1250
TaMn2,1300
YCr2O4,1200
Li4Co3TeO8,1300
BaHfMo,500
Li3Tc,750
TeWSe,500
Mn3SnC,850
VCuO4,1150
Tb2MnNiO6,1250
H8C2NCl,1200
BaSrIr2,500
Cd2P3I,600
TaBeMo,950
ThAu3,1000
K2Ni3S4,800
Tb2SnS5,650
NdSbPd,850
TcAgO4,850
SmAgO2,800
Nd(BC)2,1000
H8(NO2)3,1250
V3Zn2O8,1200
Tl4CuTe3,800
LiHoO3,1200
TaAlCo2,500
PbBr2,500
KNbF6,1200
SiRu,500
Rb2O2,700
SmMgF4,1200
LiN3,1100
Ba2CaUO6,1250
ThNi2,650
Ba3P2,650
FeAs4F8,1300
YHf2Pb,500
U3As4,650
Hf5Sn3,650
BaNiRh2,650
HfN2,900
CaBe2Tl,1050
Tl2SiSe3,500
FeBr3,600
LaH3(CO2)3,1100
DyMgHg2,650
YBeCo2,700
Dy4Sb3,550
Li3PO4,1300
Yb3(SF2)2,700
HoCl3,800
MgO6,1250
LiTb2Ir,700
Mn2CoGe,700
BaBe2Te,1000
NbOF3,750
MoF3,650
LiBeCu4,900
Rb3TlF6,850
RbAu5,600
Zr2CoTc,900
BaLiMg,700
Mg3Ti2O7,1250
Yb(ZnAs)2,650
Mg2PdPt,800
AlSbI6,500
Ba4TlIn,600
TbErO3,1250
YbIr2,500
TaBe2Br,1000
NaCaSiHO4,1250
YTaBe2,1000
Ta2BeCl,950
LiTaWO6,1250
SrBeRh,1000
SnS,550
Dy(BRh)4,1200
TlAuCl4,850
Ba2VBr,550
Ca5(SiN3)2,1300
NaNO3,1300
K4Re2O,850
Ba2Ti6N2O,1250
Nb2C,800
PrAgHg2,550
YBeCl2,900
BaPbBr,550
NaYb(PS3)2,700
Ca(AsO3)2,1200
Pu(SiOs)2,750
LiCoP2O7,1350
NpAsSe,750
LiGePCO7,1300
YAlSi,500
TaBeGa,650
Zr2CoP,550
RuPbO3,800
Cr2FeS4,650
HfCu3,900
TlAgTe,550
YbRh,500
YIr2,550
Y(CuS)2,850
Zn3Sb,700
Nb2CoAs,500
K3Hg,550
LuOs2,750
FeSnF6,750
PrNiSn,650
BaIrCl2,650
TbMnSi,700
RbBr,500
BaNa2O2,1100
Zn3As2,700
In2Ge2O7,1200
NdGeBO5,1300
ScBr2,650
Zr3Hg,1100
Ho5Sb3,550
ScSi7Ir3,700
LuHO2,1150
Li2CaSi,750
Sc2BeRe,650
Mn2GeW,500
Fe(Sb2O)2,1250
NbVF6,750
YNi2B2C,800
SrHfO3,1200
SrAgSb,500
PaTe2Au,500
BeInP,650
Mn2AlV,700
La2AgRu,1150
BeInCo4,650
TiBeV2,650
TiBeNb2,950
SnBi,650
Pr2Br5,700
Ti2BeTl,650
LiInPt2,800
Cd2Ru2O7,1200
Zn2BAs,650
Tb(FeSi)2,750
PrGa2,500
Sr4S3O,700
LiAlGeO4,1300
Ba4LiTi,750
Pr2MgGe2,600
Sr2I2O,750
KCa2Be,1000
TaNiGe,750
MgCo2,1050
NaAlPO4F,1250
Ba4CdW,550
TlTcAs,800
Zr3In,500
BaCaTe,500
Ti2CuS4,500
Lu(BiO2)3,1250
Fe2B,800
Ba6ZrO8,1250
NaMnCl3,850
K3Sb,550
Nd2CuO4,1100
SrPt3O4,1200
Pr3TaO7,1250
NaCa2Tl,500
CuAs,650
Ba2PrIrO6,1250
Tb5Si3,500
P2Pb3O8,1300
Li2BeGa,800
KSn2I5,650
LuSb,500
HoTa3,500
Rb3Bi,500
Sm(Al2Cu)4,950
Dy3InC,800
CrF2,750
CePO4,1100
CrPt3,850
Sr5(SnP3)2,750
FeAgO2,800
Rb3PdF5,1200
NaAcTe2,650
CuNi2Sn,600
Y2ZnRu,500
BaNiMo2,600
Dy3SnC,800
Mg3BeAl8O6,1300
SnB4O7,1300
BaSe,550
BeRh2Cl,1000
BaMg2FeH8,950
HfMg3,650
Yb2Cr2C3,900
NaInAg2,500
Nd(Fe2P)2,950
KAlTe2,550
KVOF4,750
NbAlO4,1200
SmNi,650
FeCuPt2,600
Ba4TiTe,600
YbPd2Au,850
FeNi,600
NaBe2Ru,1000
Ba2CuClO2,900
LiAuI4,800
Ce2Cu(NO)2,900
DyMnO3,1250
Ba4ScFe,700
Ti2MnIr,650
SiCN,900
SmPPt,500
Sm3IrO7,1250
V2Cr3(SbO2)3,1250
Cu2NiSn,650
BPd2Br,500
TiZnIr2,600
KPS3,650
NbVO5,1200
Sc6Al6Ru7,1200
Ga3Ni5,750
BeCu2Bi,650
BaGe2S5,850
PbI2,550
LaPt3,900
BeInGa4,600
Ca5As3,500
HfCdCu2,650
AlAgO3,800
BaNiS2,600
ScRh3,650
TbP,500
Yb3PbO,700
BaMnCO3F2,1250
Y2Be2FeSi2,1300
LuSeClO3,1250
Np(CrGe)2,750
Be2VPb,1050
LiYbAlF6,1250
BeCu2Ru,650
MnBeNi,650
TbSi,500
SrZnSb2,700
TbNbO4,1200
LiMn2F5,1200
PdSeO3,1200
Be2ZnPb,1050
BeFeW,650
Ba4RuPb,550
MgIn2O4,1200
CeTe2,1300
Nd3GaC,550
Li2Mn2FeO6,1250
Be2NbCr,1050
BeCuBi,650
Ti2CuTc,700
HfBiRh,500
Ba4NbZn,650
Sr(GaAs)2,700
Dy2C,800
Mn2S3,700
KBeNb2,950
CaBe2Bi,1000
UN2,850
CaCr2F2,1200
ScHgW2,550
K2NaHg,550
Be2TlHg,1050
PmAgHg2,600
Ho2MgAl,650
BaBiBO4,1350
H3C4NF2,1300
Hg2SO4,1250
Y3Al7Cu2,700
Ba(POs)2,650
InPd2Au,500
K4BePb,1000
NaBe2Sn,1050
KAuSe,550
BaCaGe,800
LaSb2Au,1100
BeSb2Te,650
Be2Ni2Mo,1050
RhF3,700
Ta2Zn3O8,1250
Sc2InAg,500
Ti2MnNi,600
MgSc3Ru2,650
Hg3Sb,550
Be2NbSe,1000
UCd2O5,1150
CaAu5,600
YWN3,950
Ga2CoS4,650
PrOF,750
U3Ge,600
Li3Nb6O,1250
ErPaRu2,500
MgV2O4,1200
Y2MgNi2,700
Pu3Au,800
SrBeMo4,950
MnBe2Co,1000
LiMn2O2F3,750
Ta2NbIr,500
NaBeBr4,650
Be2FeTc,1050
BeZnCr,650
MgTaRh2,650
SrHI,600
CaN2,900
AlAuO2,1100
CeMgZn2,850
KMoRu2,650
Li5Cu(PO4)2,1300
SrCa2Be,650
SrMnBe,650
Th(SiRu)2,500
BaSO3,1250
Be2NiBi,1000
CeHg2,1250
ZrCl2,900
ZnGeAs2,700
HfTaNO3,1100
NaBe2Pd,1000
Li2MnV3O8,1250
Hf2InC,800
CoPt,550
Sr2Cu(PO4)2,1250
Mg(NiO2)2,1550
LiAg2Sb,750
TcNiW,800
LuBO3,1200
Ce(Fe2As)2,850
Ba2Ge,800
ZrScCo2,500
MnO,700
Er5Sn3,600
ScNb,500
SrZnSn,700
Y3Au2,950
CSNF5,1250
Ga2Te3,700
BeRePb4,650
Tl2Ru2O7,800
Sm(AlAu)2,650
Ba4BiPt,600
Co6O5F7,1250
Li5(NiN)3,1250
UAs2Pd,500
CeAlO3,850
BeTlIn2,650
MgGaRh2,700
H2O2,1200
Yb2In,600
Ag2HgO2,900
DyInAu2,500
LiVCuO4,1200
GaFe2Co,750
Na3FePCO7,1300
Pr2Ni2I,650
Ti6O,800
Hg2Mo2O7,1250
FeCu2Sn,600
ZrBeCo4,650
HfBeTc,1000
SmAgAu2,550
Ba4LiSn,700
Mn(RhO2)2,900
YbGeO3,850
Te2Mo3W(SeS2)2,650
FePSe3,700
AlFe2W,650
Th(AlC)4,900
Er(Ni2As)2,900
Zr2SnC,750
SrHgO2,800
Be2RuPb,1050
Li2Cr2SiO6,1300
Li2Zr2O5,1300
TlCl2,850
LiGaTe2,1100
TiBeCr,650
Nd(AsRh)2,650
HgPPd5,900
Li2V3F8,1200
AlCuO2,950
Nb6C5,900
Ti2TcPd,900
PuS,700
Y2Be2SiO7,1250
MnCuAs,600
LiTi4O8,1250
Sr2Mn3(SbO)2,750
CeBrO,1300
K2Li4Zr3O4,1350
RbAgO2,800
YbInHg2,500
Ti5CuSb2,800
KAuF6,750
Hf2Ag,500
Mn2BeRh,600
KCaSiHO4,1250
CaYZn2,500
ZrSbRu,600
Ho(CoGe)2,700
SrSO4,1850
Si2AsW,500
Lu2AlOs,500
LiPd2Pb,850
Ba4MgNb,500
Nb5(AsPd)4,900
NaTmO2,1100
Ba4TiIr,600
Be2VCl,1050
HfBe2V,1050
MgBe2Mo,1000
BeCu4Ge,900
BaYMnCuO5,1150
Zn2Bi2O5,1200
RbSe,500
KAuSe2,550
RbV2CrO7,1250
TlAsPt5,850
TbCu5,950
Li2Si2Ni2O7,1250
