pretty_comp,kpoint_length_unit
KNa2AuO2,75
TaCuN2,55
Ba3NaIr2O9,55
Hg(CO2)2,45
YbBPd3,75
Ba2AlSn3O7,115
Yb(BiTe2)2,65
Ba2AgBi,105
SmTmHg2,110
Be2InCu,105
ZrBe2Ga,55
MnAlRh2,70
Nb2CS,100
Be2CoGe,60
SnBi3,180
Ba4GaRh,80
PdSeO3,45
LiVP2HO8,45
TlV3(CrS4)2,55
YTmO3,75
K2GeAs2,60
Nd(SiPd)2,95
ErNbRu2,70
BaO,50
UVC2,60
K3H5Pd,50
Ca(FeP)2,60
LuSnRh2,70
Cu3SbSe3,60
CaInCu4,75
Ta4AlC3,70
LiCaBe2,105
RbClO3,45
LaGaAu2,90
MgInNi2,70
BeZnCu4,130
V3Ru,85
Ba2IrO4,75
MnAsPd2,85
Ho2CuPd,75
B2O3,45
ScTaO4,45
KMnCl3,55
Fe(Sb2O)2,50
Cr3Co,75
KNaH2,45
TmCdAu2,90
Tb2Pt,80
Ti2ReNi,55
Be2NbHg,90
KZrF5,50
Rb(BH)6,50
Co2N,55
ScBeBi,85
P2Se5,55
LaSeF,55
Yb2MnSe4,70
ErTa3,110
RbCuCl3,60
NaAuO2,45
Er2Sn2O7,50
NaLi2B(PO4)2,45
ThC,95
NaMg2Tl,115
ClF,45
InFeO3,75
Rb2NbCuS4,50
Nb5Si3B,115
CrHO2,45
BaNaY,90
BePPd2,110
KLi6IrO6,55
KSrBe2,115
LaSiBO5,50
Ho7FeI2,65
RbSrO3,80
HoTlTe2,55
BeGe4Pt,135
BeCuBr,70
ZnCo(SiO3)2,50
Ba4NbZn,75
MnAlTc,55
HfMnRh2,55
Rb2NbAgSe4,50
CaMn2Be,50
NdPt5,125
Dy2TeO6,50
RbIO3,55
Rb2PtCl6,50
Zn(GaO2)2,50
NbCo,95
ErCl3,50
UGe3,80
PaB3,85
BaCo2P2H2O9,45
ReF6,40
Tl2HgGeTe4,50
CeH3(CO2)3,45
Li5Mn3Co2,50
Y2ZnAg,90
SmOs2,110
Ba4HfRe,75
CaSbPt,110
Y2BeSe,80
Ba2In2O5,55
TeOF2,45
MnBeNi2,75
Lu2ZnGa,100
Ta2BAs,95
BaAlCuMoO5,100
BaLiF3,45
ErSb,105
PrCd,105
AgSbTe2,125
Li4Ca3(SiN3)2,50
Ca2AsAu,75
Be2CoPd,90
Zr6Sb2Pt,100
Na2Al2As3,70
Be2FePd,75
TlBSe3,50
YbNi4Au,90
HoLuTl2,120
Fe2SiS4,55
Yb(MnSb)2,55
Ho2SeO2,50
SrBe2Tc,105
Rb2NbF6,45
NaPmTl2,100
Sc2AgIr,75
ZrCoAs,80
Cu2SnTe3,65
Li2Ti3NbO8,55
BeGaRe2,90
Tm2Ni2P7,70
PuRu,60
ZnSbO3,60
NiCl,85
Ba2YB2ClO6,55
USiIr,60
HfGa3,95
ErBi,100
SmCo3B2,80
CaYZn2,80
Fe2As,60
Mg3Ga,110
Li2Fe2S3,55
Li2RuF6,45
HoSnPt,95
NbAs2,65
As2Pt,75
AlTc2Sb,95
NaSmHg2,100
BeFe2Re,60
SnIr,90
NdGa3,120
PmRh3,125
BePtW2,95
Be2TlP,135
Ti3Zn,75
BaNa2Tl,120
LiMn5O3F5,50
ScNi4Au,95
K2P2Pd,80
MgMnRh2,75
NaLi3,90
NaBeMo4,85
Te2W3(SeS)2,55
U(FeP)2,55
Dy5Ge3B,80
K2AgP,60
Li2PrAs2,100
Li2BeGa,125
PrHoMg2,90
K3SiTe3,55
Li(CuP)2,75
Sm2Mg,90
NaCrO2,50
Sr2AgPb,110
Tl2Ru2O7,70
Ba4InGa,80
Li3Cr(CoO3)2,55
Mg3(Al4Cr)2,100
Ho(Al2Fe)4,65
Ag2O3,80
BeFeTc,80
TaPd3,95
K3ScSi2O7,55
Li2BeCl2,45
Sr(H2N)2,45
MgScGa,70
Ba4YRh,70
Cu2SnSe3,65
Ta4MnS8,85
BePtPb,110
IF3,50
TaB2,80
Sm2AlNO3,50
Ti2PtW,85
LiHoSn2,85
Be2AsSe,120
CaSiPt,100
PmRuO3,90
MnVAgO4,50
SrMg,90
Ca(CoN)2,85
KBeIn4,110
Zr3Zn,85
ZnCdSe2,65
KPPdS4,55
Se2Cl2O5,65
TiNiO3,45
TaZnRh2,55
BeSbSe,85
Ba2InBrO3,55
BeCdTe2,110
Nd2Ti2S2O5,55
Ba4NbRu,75
K2PuO4,80
Tl(CuS)2,60
RbRuO3,85
Nd(BOs)4,60
YB2Rh3,115
Ba(ZnAs)2,65
Be2VTe,65
Be2GeP,105
NiSe,75
Ba4TeIr,80
LiHfAu2,65
LiVCrO4,50
NaBe2Cr,90
Cu2Sb,115
Ce2SO2,50
Lu2ZnAg,95
HfBe2Ge,90
Ba2CaCu2HgO6,115
Co(NiSe2)2,55
U(SbO3)2,45
SBr3,90
Lu2ZnHg,90
BeVRh4,70
LiNbRh2,90
BeBi2Ir,90
Nb3Te4,100
Na5SiAs3,65
LiMnBO4,55
Zr2Pd,90
ErTlO2,50
CeNi2,85
Mn2VO4,45
LiDy2Br5,55
LiTaBe2,85
LiAlPt2,85
VFeCoSb,65
Sm3In,105
NaYb(PS3)2,50
V2ReMo,105
Eu2C(NCl)2,55
AcClO,45
K2BaTi,90
MgAlRh2,100
Si(NiO2)2,85
BeTcRh,80
Ba2Ti3AlO8,90
CdIBr,55
Na6MnSe4,80
BeReMo,80
BaCo2Br,75
Ba4BiTe,75
K2RbBi,85
KP(HO)2,45
Ho3GaC,90
YAs,55
Mn2F7,45
PmPd3,125
Ga2NiS4,65
Hg2P3Br,60
SmCuSeO,60
Er(AlGe)2,125
Li2ZnSi,105
Na3Cd2IrO6,60
PrCoO3,85
NdPt3,115
Ca3Pb,95
Ca5P8,50
BeCdSi,130
UCuP2,60
Li2FeSiO5,50
PrAs3,135
ScOs2,100
Rb3Ga,85
GeClF,45
ScSi,75
HfMnO3,50
ZrBe2Pb,65
BeSnCl2,105
ZrBrN,55
NdAl3Pd2,115
Cr3PtN,75
Co3OF5,55
Li5Co2O2F5,65
Li(CO)2,45
YTmMg2,80
HfBe2Fe,55
CI4,45
LiCoSiO4,60
BeCdCo2,85
BeBi2Pb,115
AsIrW2,60
BaNbSe4,100
NaYSe2,55
CuI4,60
RbNpO3,55
Li5Mn2Co3,50
AcCdAg2,105
TcN,85
RbTiBr3,100
HgI2,70
TmBi2IO4,60
BaCaCr,65
Np(Al2Fe)4,55
Ba2YCl7,50
Ba4OsW,100
TbGeO3,90
KTiPS5,55
NaSmS2,55
TiF3,60
BeNbGa4,100
LiScPt2,100
Cr2CoS4,55
CaAlSiH,65
Sn(Mo3S4)2,65
PbSe,60
BeTcIr2,65
TaBeGe2,90
Ba2MgGa,85
Zr2CoPt,105
BaNaMo,65
Li3PrSb2,65
VZnSF5,45
CaCr(GeO3)2,55
RbMnBr3,65
TbPS4,60
Ba4LaBi,75
AlCuTe2,60
YSb,110
Be2Ga2Re,85
Ba2LaV,75
SbBrO,55
GaFeNi2,65
YbAgS2,95
Li(Co3P2)2,55
HoCuAs2,115
Zr(Al2Fe)4,65
DyCdPd2,80
SrTiO3,55
LiTl2InCl6,50
UC2,55
Ba4InPd,90
U(GeRh)2,50
LaNi3Rh2,105
LuB2Ru3,110
HW,95
ReAsPt2,65
NbO2,90
TeMoWSe3,55
LaMnBe2,105
Sc2BeCl,55
FeB2,65
Ag2F,100
Sr(AlTe2)2,55
SrLi2Sn,90
Lu2Ti2O7,55
Cr(InS2)2,65
Ce(CoB)4,70
Sr4Fe4O,60
Sb2Te4Pb,65
SrBeTl,110
YbNdS3,100
TiMn(PO4)2,50
InTeBr,60
Li(PrGe3)2,120
Ba4TlRh,80
ErGePt,100
HgB2As,150
SmSbO4,50
Mg2CoO4,60
HoCo3B2,95
Be2CoP,100
BiSI,65
Tm2CuPd,75
PW,70
Na2CuO2,55
DyBr2,65
BrF5,45
BeTc2Bi,95
Ca2MgPb,100
MgIn3,95
TlCrSe2,100
Mg(Co3P2)2,65
PHN2,40
BaGeCl2,65
CdSnSb2,65
Li3VCrP2(O4F)2,50
BePd3,125
BeCuHg,95
HfSe3,65
FeI2,55
PrPIr,85
ThGa2,80
Al2Si4O,50
Na2PSe3,65
NaAg3O2,50
K2BePb,110
Pm2SiAu,115
NdAlPd,105
HOF,45
Rb2Te5,70
YNiP,60
Pb2Au,105
SbTeClO3,50
Ba4FePd,75
ScBO3,45
BaHfW2,95
NaLiSe,60
SrCuH6O5,45
RhF6,45
Ti4MnBi2,95
Na3N,65
Ti2NbPt,105
Mn3Si,55
TaTiOs2,70
Yb2AgBi,100
MgTi,85
BeZnPb,110
YbErPt2,115
InN,55
BaLaIn2,85
BeCo2Os,60
Nd4MnSe6O,55
ZnO,55
MgZrO3,55
Nd2CdIn,105
Ca2ZnAg,105
Ca3(AlN2)2,55
Ti5Si4,80
Tl6SBr4,75
Ba2Na(NiO2)3,45
BaYbCdSb2,95
YNiF5,75
BaAlCrCuO5,120
K3ZnPCO7,45
Li4FeN2,65
AsP2Cl,125
TbGa,75
Ca3ScCoO6,50
SbCl3F2,45
K2CN2,40
Na2Bi5AuO,60
NiSnF6,50
Be2VMo,90
BaSc2Re,80
Zn(FeO2)2,50
V2O5,50
NbFeTe2,75
K4SnO4,50
Nd3SnN,75
LiMnPO4,45
LiCd2Hg,90
TiPN3,55
HfBeBi,60
Ca5Au3,80
RbPrTe4,70
HgPPt5,105
MgSiN2,45
MnBeTc2,80
LiLuAu2,80
BaZn(AgO2)4,90
LiFe2OF5,50
As2S3,50
U3C,70
NdMgHg2,80
NiPRh,90
Ge3N4,50
Yb5Sb3,95
HfW2,100
NpIn3,70
BaNa2P,75
V2OsRu,90
HoInRh,110
Na2NiO2,50
UCu4Au,55
TmMn2,60
AgAsO2,50
V2InC,60
Re2O7,65
YErZn2,75
RbCaCl3,50
MgW3,100
Ba4BeSn,75
V2NiTe2,55
TlClO3,50
Y(NiO2)2,55
Th2P2O9,50
ZrTi2,75
Ni(BMo)2,55
TbSc,75
RbVCl3,85
BeRePb,55
Cr(SiO3)2,55
TiZnRh2,65
Cr2O5,50
Li2CaMg,95
MgO2,50
Mg(SbO2)2,80
Lu2ZnIr,80
P2Pb3O8,50
KC4N3,45
YbPrPd2,105
ErSbPt,70
K2HfF6,50
Ba2YTaO6,50
CaTiSiO5,50
TaC,100
Sr2BeCo2,85
ZnSi2SnO6,50
Sr2BeOs,80
BeZn2Se,80
HfGaRu2,60
Hf(B2H3)2,50
Na2CdCl4,50
CaGe2O5,50
BeP2Br,105
BaScBr,60
Te2W,60
KHgC2IN2,50
CuMoO4,55
NbPt,95
HfSbRu,85
Ca3Ti2O7,50
Li2Fe(SiO3)2,45
TmH3(CO2)3,45
ScMnBe,55
HoGeIr,80
K(CuSe)2,95
Rb2NaMnF6,45
Mg(BH4)2,45
MnBeCd,75
K2LiBe,95
TbCd3,100
BaVClO3,50
Be2TlNi,90
MgCu(SiO3)2,50
Rb2NbAgS4,50
Li6Br3N,50
KCu4AsS4,50
CdTe,110
Mn2BeRh,80
CeCoGe,60
RbBS2,55
CoSO4,55
BaCaCd,70
Sm2AlZn,105
Y(Al2Cr)4,75
BiTePt,100
BaHfO3,55
Na2TlPb,85
BeVGa4,75
BaRh2Br,80
ErAsPd,95
BeFeP2,100
Zn2Bi2O5,50
V2FeTe4,85
Bi2Pt,115
LiTi2Ir,95
AgBi2Se3Cl,70
HfBe2Fe,70
EuCuBi,90
Rb2PdBr6,55
Li3MnCo3O8,45
TiZnAu2,65
AsRuAu,75
ZrCr2As,65
ScSn3,105
Zr2CuPt,105
SrP3,60
LiLaNb2O7,55
LiSiRh2,105
Ca(ZnSb)2,60
U2Mo2C3,75
SnPb,125
ZnCuMo,65
CeSi3Ru,70
YbCuBi,80
Sn5(BRh3)2,85
Mg2BeFe,65
Ba4SrMn,75
SiO,70
MnS2,90
SnMo3,105
EuTl2Pd,90
V3As,70
MnBe2Tc,65
BeBr2,45
NaClO3,50
PbAu2,75
Be2NbGa,75
CeTe2,70
Li2UI6,50
Sc2BeRh,65
YbCuAs2,110
MnCoSn,80
BaAl9Fe2,105
NbB2,80
SmS,80
AlCuS2,95
Ba(SbAu)2,115
Ba4MgPt,90
ZnPd,100
BeBiTe2,65
KSbF6,50
Rb(SbSe2)2,55
LiNpIr2,75
H2SeO4,50
MgTi3,60
BeCo4Te,60
CeTlZn,70
Li2Mn2O3,50
ScBeSb4,120
ZrBeIn,50
KRb2ScF6,45
Os(SeCl)2,55
FeCuS2,65
H3N,50
BeCr2Pt,70
Na2NiO3,50
Ca(BiO2)4,50
Ca2BrN,50
BaLiNi2,65
MgBeCr,90
MgV2O5,60
Yb(SiPt)2,75
CrB4,65
HoTlO2,50
Ba5Al5Pb,95
NaNiIO6,50
K4MnCl6,60
EuHgPb,80
ZrZn2,90
Ho(HO)3,45
Li3H4Rh,65
Li2TiFe3O8,50
Co(TePd)2,70
Er3TlC,75
TaAs,100
Nd2Cu(GeO4)2,50
Ho2Au,100
SrLiBe2,135
HfC,85
Li5Nb2V5O2,55
MnIr3,120
Li3Sb(PO4)2,50
Ac2S3,50
Tm2Fe2Si2C,65
SrFe2(Se2O)2,55
V3Si,100
ZrBe2Os,60
Na2Zn(H2Se)2,50
KFe2S3,55
LaOF,55
Y3Sn,75
Np(SiAu)2,50
Fe3O5F,55
Be2NiHg,65
Pm2GeAu,120
LiNbRu2,95
UGa2,50
Ba(CrAs)2,60
Nb(SeCl)2,50
Er6MnBi2,65
Lu2HgAu,80
LiMn2O4,50
TbO2,75
PS,80
AcMgCd2,90
BeBiMo2,75
Ba2CaOsO6,80
CeGa,60
ZrSi,95
LiNdHg2,105
LiAg2F6,80
Ta2BeAs,105
ScCdRh2,75
Tb2Sn2O7,50
Cu2PbO2,55
Li(NiO2)2,60
Te2Mo(WS2)3,80
Li5GaO4,50
Ca(MnAs)2,60
YbInPd,125
TiBeOs4,65
MgAsIr2,90
TmZr,70
NdGa3(B2O)2,45
Ba2AlCo3O8,95
K3NaUC3O,50
MnSn,65
GaF3,45
Ba4CoPd,65
LiNiO2,85
KAuBr4,50
HoZnRh,120
TiI4,55
Ba4SbBr,80
Na3Cl,110
TbPt3,105
CaSbAu,65
LuTiGe,90
Rb3CuO2,45
Ba4LaW,60
CdRuO3,80
Yb2Pb,100
NaMg3,105
LiFeO3,60
Ti3SnC2,95
Y3PbC,100
Be2IrPb,110
Be2CuSe,90
BaScNi2,65
SbPt7,110
Ba4PdSe,100
Ca2AgSbO6,50
ErAg(PSe3)2,60
BeZn2Mo,60
ScAg4,70
HfOs2,105
NaSrNb2,70
ThBr4,50
H3BrO,45
BaReBr2,100
BePOs,55
BeMo4Rh,100
CdCuPd2,55
MoCl4O,50
CeOs2,90
SnPSe3,60
CeB2C,55
NdMnPO,60
Mg(VN)2,70
BaPb,120
Ca2BeBr,75
CdB2As,135
Li5(NiN)3,95
LaPO4,45
Be2NbBi,80
Ba(MnGe)2,65
K2Cd2O3,55
Ba4MnNb,70
Ca5Zn3,85
Tm2AlSi2,80
YBrO,45
WBr4O,55
CaBePb,95
BeCr4W,85
K2Ni3S4,50
PPbS3,55
Mg2Sn3O8,50
HoBO3,45
Ba4YCu,75
Np3In,60
TaP,105
BPO4,40
Li2TlAu,105
TaFeO4,55
Dy4InRh,95
CaAgAs,90
CaBePb,85
Sr2ScBe,70
Ca3P2,60
LuGa3,130
SnSe2,60
HoAu3,90
Ba2AlFe3O8,70
TmTaOs2,70
YMgCu,105
Li2CdAu,100
LiCuAg2,60
Ba2YbSbO6,50
Ca(CuO2)2,60
YB6,90
MnBe2Os,55
BaNa2Sb,110
Ba4CaIr,75
ScGeRh2,85
Ca(InTe2)2,55
CaBeIn2,135
BaSc4Rh,70
TaBeIn4,95
Tl3Br,115
Lu8Te,100
LiAgC2,55
ScMnRh2,55
HfSiNi,55
CaBiB,105
BiRh,90
Tb2Au,80
Er2Mo2C3,90
Ti3Al,65
Ga(MoSe2)4,60
BaVHg,55
Ba4MnSn,90
Nd2Mo2O7,60
Mo2AsW,75
LiCuF3,45
Si2O,95
Cd2AgRh,105
CaBe2Si,105
BeZn2Pb,125
Ba4GeRu,110
NaZnAs,65
LiBeZn,80
Fe5SnO8,45
MnFe2Si,55
KInBr3,55
Co(PtO2)3,75
BBr3,50
KNaNdNbO5,55
RbSbO3,90
BaGaGeH,70
BaZrPb,90
SmAu3,105
NaSr2In,75
BeGe4Se,105
Te2Mo2WSe4,60
VMo2As,75
Be2CrRu,65
Sc2Si2O7,45
Cu3TeS3Cl,55
Ca4BeRh,60
HfBeP,90
SmMg3,105
BePPd,105
SmB6,90
NaFeO2,45
K2Zr7Cl8,45
RbBr,45
Rb3Tl,65
Be2NbZn,110
Be3N2,50
Ca2CdSn,85
RbSb,70
LiMnPt2,70
CaMoF6,45
TiAs2O7,50
TaSbRu,50
Sr2Rh,80
Ho2NiIr,100
ZnPb3,95
K2VPCO7,50
TiAlO3,100
LiH2IO,50
Ti2ZnN,85
Be2SbSe,115
Ca3Si3(AgO)2,65
Al6Cd4TeO2,50
Sr2MnO4,60
BaGeTe,95
RbCuF3,55
Li3V4O5F7,45
Cs2TeI6,60
KPH2SO3,50
ScU3Sb5,85
ZrNi2Sb,85
LiCr(SiO3)2,50
Rb3BS3,50
SrTaBe2,75
Sm(Mo3S4)2,55
PPdS,65
Li4CO4,45
ErVB4,95
VH6(OF)3,40
Rb(In3Au2)2,140
BeGe2Pb,95
YB2,70
FeCuRh2,80
TaTeBr9,50
Sc2Co,80
LaMg3,70
TbBi,65
HoAl4Ni,110
Be2CrNi,45
Ba4LaPd,110
Na3MnAsCO7,55
LiSi2BiO6,50
YTe3,140
Sm3Si2Cl5O6,55
Yb(SiNi)2,65
BeCr2Tc,65
SnPO4F,50
Al2PdRu,105
KO2,55
Si2HN8,85
CeSiI,60
MgNbRh2,60
Be2CrGa,85
Cr3Se,55
MgCd,105
ScVOs2,85
Ba4CdPt,90
Ba2YFe3O8,100
YCd,95
Na3UF7,40
BeNbOs2,90
Ba2SmReO6,70
Ag3Pt,100
Ba4HfGe,75
Pr2CdSn,100
Be2CuW,130
GaTeCl,70
Ba2TlHg,105
SmCo2,85
Li2AlAu,60
TlCoO3,55
Pm2RuRh,85
Hf3Al3C5,120
HfInAu2,105
BeCd4Ni,125
Te6Mo2W,80
SiCN,105
Ni(PS3)2,50
BaTa2Bi2O9,50
KCuO,50
Pr(SiAg)2,80
TiBe2Re,80
Li2NiSnO4,45
SnSO4,50
Ba4CuRu,90
TaNiGe,85
LiHo2Al,90
PaC,70
CdHgO2,50
NdSbPd,95
HfSb2,110
Rb3Ba,90
Ba(TlHg)2,115
Co(C2N3)2,50
TbMgRh2,65
NpTeAs,65
CaThBr6,55
BaNd2ZnO5,50
Hg3(BO3)2,45
Sr2Pb3,140
K4CO4,50
Yb3In,95
MnAlRu2,65
TaBeFe4,60
Ba4PIr,100
Zr5Sb3,90
NaPmTe2,80
Zr(Se2Cl3)2,65
BaIrPt2,95
ZrZnO3,70
KPdO3,85
Ba4CdRh,85
LiZnAg2,115
Pr3NbO7,55
LiMnO2,55
HoI3,60
USnPd,110
LiVP4(HO)4,50
Yb(MgSb)2,65
FeS,75
LiIrRh,85
NaTiO2,60
BeInBi,115
Sr3DyRhO6,50
Ba2AlCr3O8,95
TmI2,105
Li2CaPb,60
BaBPO5,50
V2CoO6,55
Na3BiO4,50
Lu2NiIr,95
SnAs3,140
Li2CrCl4,50
Zn(SnN)2,90
Mg2BeW,95
AgAsSe2,90
LiBeSb2,155
Ho3CuSiSe7,60
MgBeW2,70
ZnSi3,120
Sr2Mn2O5,70
Ti2BeCo,90
NdMnSi,85
KHF2,45
LiMn7(O3F)3,55
Lu3Ga5Ni,115
SmGeAu,95
HoBPd3,105
TaCoSn2,90
Sm2GeRh3,75
AsPtRh2,70
Dy2Mn2O7,85
V2Si2O7,55
Zr(SO4)2,50
KBa4Re,70
Na4UO5,45
RhSe,100
NpSi3,85
TeW2S3,55
BeInHg,75
TaCr2,70
DyAu2,100
BeCrTc,65
LuHCl,90
CaSO4,45
CaSiO3,45
SiTePt,75
AgCNO,50
K2BaBe,70
SrMn2Si,60
Ti3SiC2,100
Pm2CdIn,105
Li5V5Cr2O2,55
La4BeTc,95
LaBi,60
Ba4RuPb,100
TaTc2As,65
K2NaBe,95
CaMnSi,65
In7GeIrO8,65
LiVH2OF5,45
Tl2SiS3,55
Sc3Tc,75
Zr2Fe,65
Ba4NaAuO8,50
KBaZn,75
Na2SO4,50
Hg2Pt,80
Ba4CoRh,75
Mn3AgN,60
La(FeP)2,80
SnH8(NCl3)2,55
BaGaBO3F2,45
Tl2SiF6,45
SrGaSnH,70
SnHgO3,75
LiVP2O7,45
LiInAu2,110
Ti2FeSe4,60
KNb4O5F,105
CrCo2Sb,65
Ba4NaPt,80
B3H7CO,45
InBi2S4Cl,55
DySn2,100
TbCl,55
BeTePd,60
CrAgTe2,60
LaTaBe2,55
CdPS3,50
Li2Mn(BO3)2,45
BaBiIO2,75
Sc2TcPt,75
Fe2RhS4,65
Ba4CrRe,75
TiPtPb,65
Hg3F,110
Zn3(Ni10B3)2,65
Be2CdSi,120
TiBeV2,95
Be2InNi,85
HgHOF,50
Li5Cr2Fe3,50
TbSnRh2,65
MgPPt5,90
TaTi2N3,105
ErS2,125
Yb3GeO,55
Dy2Tc2O7,70
Na2TmPCO7,50
Ta2OsW,90
Ba4LiTi,65
TcO3F,40
Yb2SO2,80
SmIn,100
HfV2,65
CdCu2SnSe4,55
TiBe2,75
Sr2Si5N8,55
NdIn5Rh,120
LiSbPd2,110
YMnAs,55
ZrSiO4,50
Tb3Nd,100
Sr(NiAs)2,75
Ta2MnOs,70
ScPO4,45
EuTlS2,50
Sc2CuOs,70
Pr3CuSnS7,55
K2PdO2,45
PtN2,60
CuTe2Cl,55
BeZn2Cu,85
PrPb3,130
ThSb2,115
Th(SiRu)2,75
Nd2TeO2,60
TmSnAu,95
ScZn2Pt,70
TiAlAu2,70
K2AgSb,60
Te7Mo4S,60
TiCrAs,60
Rb2NaNiF6,45
PH6N3O,45
BPd2,100
BaTb2Mn2O7,55
RbCrF6,45
HoVB4,70
Ba4TlCd,105
Ni3Mo,70
Mg2Sb2O5,50
RbNO2,45
CaTb2O4,50
SrCrF4,45
Er2O3,50
Tc2AsIr,70
BeBiPb,65
ZrBeTe4,105
KBe2Cd,85
PrAg,110
VNi2Sn,60
Sc4C3,60
Er(CuGe)2,100
TmRh2,95
Mg2ZnPt,90
Li4Be3As3ClO2,50
Sr(MnSb)2,55
Ba4ZrTe,65
AgPXe2,50
Be2PtSe,95
HfBeNb2,100
Te2Mo(WSe2)3,55
NiF3,55
Li4Mn3SbO8,50
Ag3Ge,125
ErSi3Ni,110
BaO2,50
Ba4TiOs,75
Ba4TiPd,65
DyMgIn,70
Rb3AuO,85
NdBi2ClO4,55
Li8SnO6,45
Pr(CoAs)2,85
YbHg,130
TaCrO4,55
Al2B2Ru3,100
Tm(CrSi)2,60
NdTmTl2,110
U(SiOs)2,75
U2PN2,55
TiS2,70
MgSiNiO5,55
ZrVF6,55
KTeOF3,45
TmS2,130
Ge2Mo,55
KNaS,55
Hf6NiSb2,75
Ni2P2O7,50
TaBe2Fe,60
Sr2AgSb,85
Ba4ZrZn,80
LiH3O2,45
Mn3Al,80
TcIrOs,85
Na2Cu2TeO6,55
Sc2AgSn,85
MnBeNi,90
CaTi2,50
BeCr2Te,55
MgBeAl4O8,50
Np(SiIr)2,60
InAgO2,50
Y4BeZn,80
LiV6O7F5,55
Mn4ZnS8,60
CaZnSO,55
BaNa2Ca,90
Sr(GaAs)2,65
SmZnGa,115
K4BeP2,55
ScBe2Hg,90
ScBeGa2,95
YNi2B2C,95
LaSc3(B2O)2,50
KErS2,55
GaTe,65
YBPd3,105
BeCdPb2,150
Be2TlRe,55
HoAs,60
TmCrO4,50
Ba2Lu(CuO2)3,105
Mg3Hg,115
RbAu(SeO4)2,50
BiS,120
PBr5,60
BaFeHg4,65
Sr3(BS3)2,55
AgCO3,50
Ba2HfNi,90
TmNiBi,65
La3Pb,95
BaMg2Fe,85
CSO,40
Pm2GePd,100
Yb(As2Rh3)2,70
Ba4WBr,65
BeSb2Te,130
BeZnNi4,100
Sm3TaO7,50
SrMgSi,70
ZrO2,45
Ga2IrRu,85
Na2CaBe,85
Ti(GeO3)2,50
TaTi2Be,60
Rb2LiVS4,50
MgAsP,115
NaBeAs,55
SrGeO3,50
Tl2GeS3,55
SnAu,110
Dy2Cr2C3,60
HfGa2Co,60
LiTmPd2,105
Nd(SiIr)2,95
TmRh3C,85
PtO2,45
BeNiSe2,120
TiZnN2,50
Ho2C3,90
Li4H3ClO3,50
LiBeOs2,50
BeReHg,75
TmRh2Pb,90
Ho(BC)2,100
Dy2Ge2O7,50
Y3Au2,65
ScGa5Fe,100
CrB2,85
Ca2TlSn,90
Ge2Pt3,110
CdCl2,50
TmPaRu2,100
KPrTe4,70
BaTm2F8,45
Ta2CrNO5,55
TaGaRu2,55
NbTc2Ge,80
NaTlO2,50
Be2GeRu,105
Li6Co6O5F,55
TaBeCl2,85
Ba4I6O,60
Li3BrO,50
AgTe3I,55
C3N4,55
Li4TiTe3O2,45
BaSiF6,45
Nd3Sm,90
LuGa5Co,95
Ba2Bi3,100
ZnSnO2,50
LiVP3H,55
SmSnAu2,90
Sc6NiTe2,85
YTaRu2,95
NbAl3,60
LiZn2Au,100
BeGaIr,55
Ti4FeBi2,95
Sr4Ti3,60
DySiIr,80
TmSnRh,105
AsPdAu,80
TiZn2IrO6,50
Ba4InRe,105
TbSi2Ni,100
Ca2InHg,100
Na2ZrO3,50
MgPSe3,55
ErCoSn,95
NpSe,50
HoMgTl2,115
Sc2CuIr,90
BaTlCd,100
SrLuCuSe3,60
AuI,60
Li2Ti(CoO3)2,50
Sr3Li4(GeN3)2,50
Er2CuPt,80
LuSiIr,75
EuSnHg,110
Ba2MgZn,75
LiMg2Hg,105
InFeCo2,60
LaBe2Cd,105
Nb2Se3,65
Nd3PbC,65
ScCuO2,45
LiTiIr2,85
VNiSb,60
SmHoHg2,110
B2Mo2Ru,95
Ba4ZrTi,65
Ba2Ru7O8,55
AsP2Pd,105
CS2NF5,45
ScMnSi,65
MnBeRu2,75
Sc6N2O5,90
K3Al2As3,60
BaHgW2,70
K3AlO3,50
ErNbOs2,90
Ba4CuSb,85
NaBeGe4,140
Ba2MgV,70
Ca3Au,85
Li2CuF6,55
NaTlO,60
RbI3,80
HoNi,80
Yb2CdS4,75
BeTl2In,155
UCdO4,45
Ca2Ta2O7,55
SrLaZr2,75
VP4,75
Li2VP2HO8,45
LuTl3,120
ScTiCo2,90
Ba4YP,60
Y(CoSi)2,65
Ba(AsRh)2,90
AlPd2,85
V2P4S3,55
Si2AsW,95
Be2InSe,85
Li8ZrO6,45
Te2MoW2(SeS)2,50
BP,55
K2P3,50
DyB4Ru,95
Mg2BiAsO6,50
LiAlHg2,85
KAgC2,55
CaHfBe2,85
TmMgGa,105
Sr6(RhO)5,55
U2FeS5,50
LiGeRh2,105
Yb2V2O7,65
Ba4SnSe,75
LiIr3,105
DyInRh,110
Ti3Mn2(CoO2)3,50
BaTi2Ga,60
Fe3Co,95
MnZnO3,95
CeZn5,70
LiTl2Rh,80
Nd(PRu)2,95
LiAcTl2,105
HCN,45
Tb4Se3N2,55
TiZnF4,55
U3Cl,55
Sr(CuGe)2,70
Be2GaOs,65
Mg3B(HO2)3,45
Ti3PO2,65
Na2PdC2,65
Ga2Ge4Pb3O4,50
Dy(CuGe)2,100
BaMgTi4O8,60
LiMgPO4,50
HoSnRh2,65
UReB3,65
CaMnO2,45
BeZnPt4,115
